DOD00000001	你好吗，今天天气很好。
DOD00002240	我知道艾迪生前，你们俩在调查什么阴谋——政府的掩盖和幕后交易。通常情况下，我不会搅这趟混水，但是...
DOD00002241	我猜你和艾迪取得不菲成果，你最好小心点。如果你找到杀害艾迪的凶手帮我杀了他们。
DOD00002242	你怎么知道是假的?
DOD00002243	你真的不缺敌人。你真该考虑匿名杀人，我从来没遇到过这种事。
DOD00002244	好吧，这可真让人沮丧。
DOD00002245	啊，耶稣基督啊......什么......发生了什么?
DOD00002246	我很抱歉，但你侄女...她没能挺过来。
DOD00002247	我...说实话，我不太了解她。但我知道她不该受到这样的待遇，基督啊...
DOD00002248	我甚至没法生气...我是说，你杀了所有该负责的人。我所能做的...只有希望这一切能有所不同。
DOD00002249	该死...听着，你没必要把这事告诉格里，好吗?也许我们关系不太好，但他是我弟弟，应该由我亲口告诉他。
DOD00002250	谢谢你的帮助，希望能有所作为。
DOD00002251	在那个教堂里有许多见不得人的勾当，她被杀是为了掩盖真相。
DOD00002252	搭档，你刚刚描述了我他妈的生活的每一天。
DOD00002253	杰西的事...太粗暴了。我不喜欢孩子们受伤，也不喜欢失去家人，我一直告诉自己，我们已经尽力了。
DOD00002254	还有比这更让你困扰的事吗?
DOD00002255	你是否曾觉得自己做了正确的事，但最终却一无所获?
DOD00002256	我想这并不容易，我不敢说我经历过这样的事，但我知道那种感觉。
DOD00002257	我竭尽所能让这里变得更好，但我从来没有成功的感觉。
DOD00002258	我想......重要的是我们要不断努力。如果我们放弃，事情就永远不会好转，对吧?
DOD00002259	不管怎样，我觉得你应该喝一杯，抽根烟。我觉得，我们不能很好地判断自己的价值。
DOD00002260	尽量抬起头来，光明的日子即将来临。反正我也一直这么对自己说。
DOD00002261	<告诉奥尼尔整个伯克家族调查的事>
DOD00002262	是的，我也知道那种感觉。
DOD00002263	如果有帮助的话，你让这里的生活变得更好了。即使我付不了钱，我至少可以给你一杯酒和一支烟。
DOD00002264	尽量抬起头来，光明的日子即将来临。反正我也一直这么对自己说。
DOD00002265	我真的不想讲太多细节。
DOD00002266	这就是我们这个行业喜欢说的:“操你妈的，删减内容。”
DOD00002267	你杀了一些很有魅力的人，不是吗?从职业角度来说，我几乎嫉妒了。
DOD00002268	对于一个饱受摧残和谩骂的与世隔绝的亡命之徒部落来说，大汗帮拥有一些真正高端的武器，一定有人在供应它们。
DOD00002269	我对野外生存不是很在行，我很少离开人口密集的地方，所以请原谅我在野外缺乏战术洞察力。
DOD00002270	我不懂部落主义。孤立自己并没有让他们对生活有更深刻的认识，他们不比任何人更有道德。
DOD00002271	和平主义确实是最愚蠢的意识形态：“尽管开枪打我，然后抢我的尸体吧。我是故意不设防的，所以我是个好人。”
DOD00002272	曾经，它有目标和潜力，不受束缚，按照飞行员的意愿飞行。现在，却只是一个破碎的死亡陷阱多么有寓意。
DOD00002273	我...相信我出生在这样的地方，一小群棚户区，到处都是奴隶。
DOD00002274	把我从我父母手里买来的奴隶贩子就是这么说的。我当时还不到一岁，我没有记忆，只有按他的要求做。
DOD00002275	不，我不记得我在哪里出生。唯一能告诉我的人早就死了，那有什么意义呢?
DOD00002276	即使我找到了它并且回去...我为什么要这么做？问我的父母为什么要把我卖掉？我知道他们为什么卖我，为了钱。
DOD00002277	除非......很多人沉迷于过去。他们犯了巨大的错误，他们所缺乏的洞察力......
DOD00002278	为了什么?只有不断前进，一个人才能成长。变得比以前更强大...发生在我身上的事很不愉快......但现在都结束了。
DOD00002279	结果当然是赢了，我是自由的，只有我可以决定我生命的意义，就是这样，不多也不少。
DOD00002280	你想让我们试着找出你是从哪里来的吗?
DOD00002281	不...它无法改变什么。它不会把我带回成为奴隶之前的时光，它也不会填补我生命中的空虚。
DOD00002282	他们应该为他们对我做的事而死吗？也许吧。我能说什么呢？因为我的行为，很多人也会说我应该死。
DOD00002283	这并不是说我原谅他们，或者他们的所作所为。如果我知道他们在攻击中被活活烧死，我也不会在乎。
DOD00002284	事实上，我真的希望他们已经死了。我希望他们在卖了我之后不久就死了，但如果他们没有，现在杀了他们又有什么用呢?
DOD00002285	他们对我犯下的错误发生在二十多年前，我不想成为一个对任何事都愤怒那么久的人。
DOD00002286	你想复仇吗?
DOD00002287	确实。他给我取名，教我走路，说话，读书。
DOD00002288	如果我在他给我下命令时稍有犹豫，他就会鞭打我。如果我走偏了，就会被打得浑身是血。
DOD00002289	他教导我，我是财产，不是人。我必须听话，安静，如果一项任务失败了，我就会被锁在板条箱里挨饿一整天。
DOD00002290	他告诉我，当我被买走的时候，几乎可以肯定是为了给任何买得起我的人带来性快感。
DOD00002291	在我青春期早期的时候，我人生中才第一次有人对我很好，那是我第一次被认可为一个人。
DOD00002292	我希望你能理解，为什么我不想沉湎于自己的过去。为什么我再也不想回去寻找一切的开始。
DOD00002293	如果你这么年轻就被卖了，那奴隶贩子肯定比你的父母付出了更多养育你的努力。
DOD00002294	是，我学得很好。其中最重要的是我知道自己能够忍受和克服什么。
DOD00002295	当然，这比我不幸踏入这个世界时所处的贫民窟的位置要有用得多。
DOD00002296	说到贫民窟，我们一走进这里就失去了光彩，我们该走了吧？
DOD00002297	不过，过去的经验教训值得借鉴。
DOD00002298	你是想激怒我吗?因为我完全同意这种观点。
DOD00002299	我已经完全忘记了。我把过去留在原地。我想如果人们也这样做，也许就不会一直这么痛苦了。
DOD00002300	本着这种精神，让我们行动起来。当我们有更好的事情可做的时候，在破旧的棚户区闲逛毫无意义。
DOD00002301	不管怎样，呜呼，生活对每个人来说都很艰难，克服它。
DOD00002302	但你忘了我在这方面完全没有感情。为了感觉好一点，我肯定已经默认感觉不好了。
DOD00002303	我只是觉得有点麻木。无论好坏，复仇都改变不了这一点。
DOD00002304	是啊，但复仇是一种宣泄。这可能会让你感觉好些。
DOD00002305	和尤利西斯打交道一直很烦人，我期待着不再待在这里。
DOD00002306	我不喜欢浪费我的时间，如果有人想杀我，或者杀你，至少他们得有个合理的理由。
DOD00002307	不，我不太在乎他，也不太在乎他荒谬的动机，不会真正努力去讨厌他。但我当然会生气。
DOD00002308	很明显，他是个杀人狂，渴望大屠杀，但他假装这是你现有的正常反应......
DOD00002309	你是摧毁他所崇拜的聚居地的工具，所以疯狂地发射核武器是合乎逻辑的反应吗?
DOD00002310	我很惊讶你对这件事有意见，我以为你不会讨厌任何人或事?
DOD00002311	嗯?不，我不这么想。我认为他使用了一种非常华丽的、夸张的矫揉造作的手法，这让他产生了一种自己能力很强的错觉。
DOD00002312	这个人似乎给人的印象是你，一个邮差，在一个急需交货的新兴定居点重复停留......
DOD00002313	...在某种程度上是你对这个地方奇怪而理想化的感情的一种深深的象征。他很显然在自我投射，还有妄想。
DOD00002314	我觉得没那么简单，他看起来相当聪明。
DOD00002315	也许...我觉得有必要指出，我也受到了创伤，但我没有选择向人口中心发射洲际弹道导弹来应对。
DOD00002316	我想直接杀了他会更简单些，但是，一如既往，我听命于你。
DOD00002317	这不合逻辑，但他显然受到了创伤。我想我可以跟他讲讲道理。
DOD00002318	这似乎是对付疯子最简单的办法，不是吗?我想我们该开始工作了。
DOD00002319	是啊，我受够他了，他死定了。
DOD00002320	我不认为我们的习惯有什么可比性。首先，我不会用句子碎片说话，就像有人用橡皮擦擦掉我的话一样。
DOD00002321	我使用各种高级词汇，因为......它们确实存在，而且我知道如何用它们来串起一个合适的句子，为什么不呢?
DOD00002322	然而，这个人更喜欢用一些奇怪的，单音节的语法来混淆他的目标到底有多渺小。
DOD00002323	“我很生气，我想住的这个定居点爆炸了，现在我要大发雷霆杀人”这就更难找借口了。
DOD00002324	此外，在他第三次提到该地区各派时，他坚持只以他们的肖像来指代他们，但这一主张已逐渐式微。
DOD00002325	就好像一个人迷恋某个死去的国家的国旗，而他甚至从未参与过这个国家，却假扮是某种符号背后含义的专家。
DOD00002326	你真的在对他的演讲说教吗?你说得真像一本词典，查理。
DOD00002327	我想想......一个男人向后弯着腰，头紧紧地插在自己的屁眼里。
DOD00002328	你觉得什么样的符号更适合他?
DOD00002329	我的目标是杀掉任何想杀你的人，直到我的合同到期。
DOD00002330	就这样。我并没有被那些我还没有整理好的、挥之不去的往事或任何类似的事情所困扰。
DOD00002331	我现在有一些不太重要的副业，我想我可以在不跟着你的休息时间处理。
DOD00002332	你有什么目标吗？
DOD00002333	我更喜欢高精度武器，压制型的高射速武器。我还很会用刀。
DOD00002334	我完全有能力在任何距离的战斗中保持自己的实力，不过，我认为潜行是我的专长。
DOD00002335	攻击毫无防备的目标，并在第一步将杀伤力最大化是我的首选方法。如果你采取类似的策略，我可以提供帮助。
DOD00002336	然而，我在使用炸药、能量武器或肉搏战方面没有经过太多的训练。
DOD00002337	你最得心应手的技能都有什么？
DOD00002338	...当然，我看没什么不可以的，我可以和你平分每个目标的佣金。当然，这很公平。
