OWB00000001	GREETING
OWB00002436	That gave the Think Tank the knowledge its brains shouldn't... couldn't... sh'couldn't possess. With that knowledge, the procedure can be reversed.
OWB00002437	If they obtain that procedural data, they can use it to mush and modify their cranial selves into hosts to slip past the Radar Fence, I'm sure of it.
OWB00002438	And once they're off the reservation...
OWB00002439	My threat broadcast is designed to instill... and install... fear. And along with the emotional download, other data rides the fear carrier wave.
OWB00002440	It prompted them to focus on retrieving those technologies and bring them to "attack" me.
OWB00002441	And coincidentally... pardon my language... all those technologies are needed to put a brain, your brain, back into its skull. Properly.
OWB00002442	Keep going, I want to hear the rest of this.
OWB00002443	So that's why they have all those stupid names?
OWB00002444	[SUCCEEDED] O, you figured it out. No pun intended.
OWB00002445	Klein... Mobius... O's a circle... 8's an infinity symbol... they're all loops, I get it.
OWB00002446	[FAILED] I don't know if they're stupid, I was trying for accuracy.
OWB00002447	A recursion loop is designed to prevent the flow of information. So...
OWB00002448	So all this insanity is because of you?
OWB00002449	Why did you trap them?
OWB00002450	The Radar Fence to keep the Think Tank hemmed in wasn't really enough. They keep testing things, they would have found a way to disarm it.
OWB00002451	I suspect I have Plan 9s in place, but I may have coded myself to forget them, just in case... they're probably very dangerous, lethal, or worse.
OWB00002452	So I had to do something else to keep them occupied here. Or as you like to say "trapped." I prefer to have several Plan 9s in case the 7s fail.
OWB00002453	I suspect I have Plan Cs in place, but I may have coded myself to forget them, just in case... they're probably very dangerous, lethal, or worse.
OWB00002454	So I had to do something else to keep them occupied here. Or as you like to say "trapped." I prefer to have several plan Bs in case the As fail.
OWB00002455	So... you reprogrammed yourself?
OWB00002456	[SUCCEEDED] Now, "trap" is a rather harsh word. Like "excrement." Not an inappropriate word, but still - rather harsh.
OWB00002457	But... yes, I did... take some liberties with their programming. It's all right, they don't remember.
OWB00002458	I certainly didn't until you said "trap." And then I said "excrement." And then...
OWB00002459	You reprogrammed their names as part of recursion loop? What, to trap their processors?
OWB00002460	[FAILED] I believe I did, and with good raisin. Who am I to be trusted with such things?
OWB00002461	Sounds like you forgot your master plan - surprised you remember your own name.
OWB00002462	This name's as real as you or I, although I believe your brain expressed similar incredulity at the nature of such an appellation.
OWB00002463	"Someone's been watching too many Old World science fiction movies," it said. I believe it meant me.
OWB00002464	I must admit I have a vulnerability for holotape fantasies of planets and robots and all that is forbidden. As for the name I was born with...
OWB00002465	...like the Think Tank, we were all reprogrammed to forget them, take on new names. It enforces the recursion loop in our perception programming.
OWB00002466	Everything you've told me doesn't add up... your plan, even your name, "Mobius."
OWB00002467	"Dr. Mobius," rather catchy, isn't it? It's my name, my new name, overwrote the old one.
OWB00002468	Any tactics I could use to attack the Think Tank?
OWB00002469	Well, I don't want to keep them out of trouble, I want to kill them.
OWB00002470	That will be difficult. It would be like fighting five scaled down versions of me that have better depth perception.
OWB00002471	And they have an arsenal of vivisectors, brainial beams, and a rather nasty WooEEEOooWooEEEOoo ray that can make your atoms do a happy dance.
OWB00002472	If you could survive those highly-improbable odds and ends, then deceasing them is definitely an option.
OWB00002473	Although I doubt killing them would do anything except make you feel better. Or let you brag to other humans about your primal violent-ness-ness.
OWB00002474	What was the plan you had?
OWB00002475	Something ingenious and needlessly complicated, I expect. I may have already told you and forgotten it.
OWB00002476	I forgot I had forgotten pencils until one day I found one. Spent days studying its purpose before my memory circuit kicked in. Felt quiet silly.
OWB00002477	Do you know how I can stop the Think Tank?
OWB00002478	My brain told me the Think Tank needs to be stopped. Can you help?
OWB00002479	If I recall... I had a plan that was working, eh, whatever it was. I don't think it reached fruition. I would recall fruit if it had happened.
OWB00002480	I wasn't trying to kill them, just keep them out of trouble. What was that plan?
OWB00002481	Blast! I probably... uh... wrote it down on the... floor somewhere.
OWB00002482	I think I'm going to kill you after all.
OWB00002483	Really? Oh... you're not thinking about doing it, you are going to do it.
OWB00002484	Oh, intriguing. I've never been killed before. Although after that time I got that phlegmy discharge in my biogel... I wished I had been.
OWB00002485	Well, if there's going to be killing, I defer to your expertise in this matter.
OWB00002486	How should we begin? Engineered viruses? Canceratic beams? Atomics? Electrocutioning? Or... should I summon my minions...? Yes, my minions.
OWB00002487	The Sonic Emitter should be sterilized and more than enough for you to encircle your warm hands around, cradling it gently with your finger muscles.
OWB00002488	*O... I think it wants a combustion pistol.*
OWB00002489	-A GUN! Are you MAD?! We can't give it a GUN! GUNS kill, leave big open holes in you that are like sores but WORSE.-
OWB00002490	Dr. 8 is correct. We already have given the teddy bear a lethal sonic death ray filled with his sonic ejaculate and sterilized by my soft WooWOOing.
OWB00002491	Giving the teddy bear a gun would be the equivalent of following a glass of hemlock with an Abraxo chaser. Delicious and redundantly deadly.
OWB00002492	IF WE'RE GOING TO BRING THE SOCRATIC METHOD INTO IT, FINE. GIVE THE LOBOTO-BEAR A COMBUSITON GUN. BOROUS? DON'T YOU HAVE SOMETHING LIKE THAT?
OWB00002493	-Are you MAD?! We can't give it a GUN! GUNS...-
OWB00002494	-...wait, I said that already. Yes, I have THE Cyberdog Gun. With the little floppy metal ears and the curious nose sensor. Here.-
OWB00002495	FINE. DONE. THAT GUN MAKES ME UNCOMFORTABLE ANYWAY, ALWAYS WORRIED ITS GOING TO HUMP MY CHASSIS. ANYTHING ELSE, LOBOTOMITE?
OWB00002496	-Top shelf ammunition. Let's see... hollow point, that's worthless but tasty... oh, and here's some Jay-F-Pee. As if bullets need jackets.-
OWB00002497	-The JFP might make it ill and poop a lot, but when you're hungry, you're hungry.-
OWB00002498	They certainly did. Batteries for my vib... vivisectors... would always come up short right before climax.
OWB00002499	*I think Wattz manufactured holodisks. Or was it holotapes? Never can keep those two straight. Anyway, we're out of small energy cells. Dala.*
OWB00002500	@@[*.......]@@... @@[$((*&^#%]@@.
OWB00002501	*You have some? Why do... actually, never mind, I don't even want to know.*
OWB00002502	*And no, I don't want to handle your batteries. Just... pass them on to the Lobotomite yourself.*
OWB00002503	*Are you... echoing what he said, or... are you asking for real?*
OWB00002504	He's asking, yes. Dr. Klein, there are many other personalities. If you recall, you hurled them off the Sink balcony after your argument with Mobius.
OWB00002505	IT IS NOT AN ARGUMENT IF ONE IS CLEARLY RIGHT AND THE OTHER IS CLEARLY WRONG!
OWB00002506	I REMEMBER NOW. YES, LOBOTOMITE, THERE ARE OTHER CHIPS. IF YOU WANT, FIND THEM. I BELIEVE THEY ARE STORED ON HOLOTAPES IN MANY OF OUR FACILITIES.
OWB00002507	BUT YOU SHOULD STAY OUT OF THOSE - NO EXPLORING AND DISCOVERING THINGS. THE SINK CENTRAL "INTELLIGENCE" SHOULD BE ENOUGH FOR YOUR... HEH... NEEDS.
