FO300000001	.32手枪
FO300030136	我想知道家族是否真的起到作用。有时我们遇到各种麻烦，这使得人们不可能完全团结起来。
FO300030137	你最好不要再跟这里的人调情了。他们现在正在尝试去适应这里，你这么做会让他们伤心。
FO300030138	我只想告诉你我觉得你在适应我们的法则方面做得非常好。你应该为此感到自豪。
FO300030139	是的，我听过这些说辞。如果我们不能击中那些人类的要害，对我们有什么好处呢？
FO300030140	是的，万斯。什么事？
FO300030141	我想是吧。那新来的让我花了不少时间，但我想他迟早会理解的。他经历了一些糟糕的事。
FO300030142	是的，亲爱的？
FO300030143	听着，我想给你一点友好的劝告。别再无视戒律，惹万斯生气。他快要把你踢出这了。
FO300030144	比想像中好。我想在卡尔为他所犯下的错误道歉之后,万斯终于平静下来了。
FO300030145	对我说？我做了什么？
FO300030146	事实上很不错！我完成了我第一轮学习，万斯说我做得不错。我想我终于开始掌握到窍门了！
FO300030147	嗯，嗯。又有什么事？
FO300030148	像往常一样糟糕。许久没人在这买东西了。而且断桥镇发生的混乱，我把万斯惹恼了。
FO300030149	当然。
FO300030150	哦，只是个小子！我觉得那新人很可爱。这之前没有那么年轻的人。
FO300030151	不错啊！我知道你掌握到窍门了。干得好，艾伦！
FO300030152	很好。我可不想在万斯引导某人融入家族的时候惹他生气。
FO300030153	嗯，你把事情搞错了。我是说，你没必要搞得这么过火，他只是希望你让他们紧张一下。
FO300030154	嗨，有万斯亲自教授他，他必定能很快搞清楚的。我真的不会为此担心。
FO300030155	是的，我猜。嗨，顺便说一下，昨晚我玩得很尽兴。谢谢你的陪伴。
FO300030156	是时候了。照这样下去，卡尔会让我们惹上麻烦的。我希望他能学会冷静。
FO300030157	首先这是你的错。你没必要那样。
FO300030158	哈，我告诉过你，你总在床上嘟囔，担心万斯会不会对你的进展感到失望。我知道他不会的。
FO300030159	是的，我敢打赌他迁怒于你了。在一段时间内没有取得进展会让你疯狂的。
FO300030160	嗯，我只是想为阴郁先生做些特别的事情，让他高兴起来。
FO300030161	哦，我喜欢你说下流话的口气，老兄。呵呵呵。
FO300030162	好。我们为你感到非常骄傲。你在短时间内进步很大。
FO300030163	是的，他相当英俊。然而，我觉得你要克制一点。他的处境相当微妙。
FO300030164	那是好消息。万斯和我都非常担心他。感谢你保护了他，贾斯汀。我们对此非常感激。
FO300030165	听着，我想给你一点友好的劝告。别再无视戒律，惹万斯生气。他快要把你踢出这了。
FO300030166	耶！我们应该开聚会来庆祝一下，小艾伦总算不再像野兽了！万岁！
FO300030167	别再用杰特了，小可爱。你从一张床跳到另一床的速度比在电炉上乱蹦的辐射蟑螂还快。
FO300030168	别在那废物身上浪费时间。你想交朋友，就去和碧安娜谈谈。她会帮你的。
FO300030169	你在地下城做什么？
FO300030170	实际上，我的新业务。
FO300030171	利用我们上次得到的战利品，我当起了军火贩子。很酷吧，呃？
FO300030172	我再也不用冒着生命危险去找那些垃圾来赚钱。现在钱会自己进我口袋。
FO300030173	要看看我的货物吗？
FO300030174	当然。看看吧。
FO300030175	我想在你这里买些弹药。
FO300030176	我来问点其他事情吧。
FO300030177	好！射击！
FO300030178	上瘾？你怎么那样说呢？我要不想喝了就不喝。
FO300030179	你还要找什么？
FO300030180	嗯，是的。任何有价值的历史文献都将对协会有益处。
FO300030181	而且，我也有兴趣开拓业务。或许会有些与我们伟大国家历史相关的有趣文物。
FO300030182	一定要把你发现的这方面的东西带来。我会很高兴给你报酬的。
FO300030183	当然，当然。我正在努力。真的。
FO300030184	你说的故障保险在哪？
FO300030185	在那废屋里。他把它藏了起来。就在那。那也是为什么他不让我们去那的原因。
FO300030186	那屋子里什么都没有。你要么在撒谎，要么就是疯了，要么两者皆是。
FO300030187	就在那，我告诉你！他把它藏起来了，就像他把自己藏起来一样。你能找出来。他知道怎么样做，但他不会告诉你。
FO300030188	你看了吗？你真的看了吗？你得明白，你不能只用眼睛去看。
FO300030189	看看布劳恩。你认为他真的像那小女孩？他把东西隐藏起来，迷惑他们。你最好想办法找到它。
FO300030190	离我远点。我很忙。
FO300030191	你怎么会是唯一知道这事的人？
FO300030192	你得找到故障保险！
FO300030193	好啦，我想是时候去找出真相了。我要一个人去那。
FO300030194	兄弟会抽不出必要的人力去调查那片区域。或许你会干得更好。
FO300030195	如果你找到什么，请回报，以便我们决定怎样继续。
FO300030196	不，谢了。我又不想卖了。
FO300030197	多令人沮丧啊！
FO300030198	真遗憾，我还打算把它加入我的收藏品之中呢。
FO300030199	哦，非常好。如果你改主意了，你知道在哪能找到我。
FO300030200	我保证在废土没人会比我出价高了，但我尊重你的选择。
FO300030201	听起来很合理。给你。
FO300030202	别讨价还价了，你花的每一个瓶盖都是值得的。
FO300030203	你愿意为它付出100个瓶盖吗？
FO300030204	非常感谢！
FO300030205	听起来很合理。给你。
FO300030206	别讨价还价了，你花的每一个瓶盖都是值得的。
FO300030207	你愿意为它付出125个瓶盖吗？
FO300030208	非常感谢！
FO300030209	
FO300030210	盖博！
FO300030211	嗯，这一天我等了好久，总算解脱了。
FO300030212	我们没时间讨论这个了！相信我，警卫不知道通道的事情，只有我父亲和我知道。
FO300030213	可能我从我爸那偷来的这把手枪能让你心里踏实点。走吧，带着它，让我们离开这。
FO300030214	听起来很复杂啊。为什么我不能用寻常方法呢？
FO300030215	我的父亲不是傻子。他封了通向出口的门，防止其他人逃出去。
FO300030216	这条隧道是唯一能出去的路！你只要相信我就行了。
FO300030217	哦，还有一件事。我把父亲的手枪偷出来了。我希望你不会用它，但最好还是拿着以防万一。
FO300030218	听起来是不错的计划；我们走吧！
FO300030219	哦，还有一件事。我把父亲的手枪偷出来了。我希望你不会用它，但最好还是拿着以防万一。
FO300030220	我知道你的感受。我失去了我的父亲。
FO300030221	<呜咽>
FO300030222	想跟我一起吗？离开这的路会很危险的。
FO300030223	<喘息> <喘息>
FO300030224	别难过，孩子。在这里你总会失去所在乎的人，你会习惯的。
FO300030225	<呜咽>
FO300030226	<吠叫！>
FO300030227	别动，小家伙，这治疗针很快就可以让你舒服些。
FO300030228	<呜咽>
FO300030229	抱歉，狗肉。我现在没治疗针治疗你。
FO300030230	<哀鸣声><哀鸣声>
FO300030231	坏孩子，狗肉！坏孩子！
FO300030232	杂种狗，再不住口就吃了你。看我是不是在开玩笑。
FO300030233	<咆哮>
FO300030234	我已经很久没有吃狗肉了。现在，去死吧。
FO300030235	<低吼 !>
FO300030236	看来你还有些斗志。这是个好兆头。
FO300030237	<吠叫！>
FO300030238	怎么了，小家伙？你找不到主人了？
FO300030239	<汪><汪！>
FO300030240	你知道吗，我想你是第一只不想吃掉我的狗。
FO300030241	<汪><汪！>
FO300030242	闭嘴，小狗。
FO300030243	<汪><汪！>
FO300030244	你真友好，不是吗？小家伙。
FO300030245	<汪！><汪！>
FO300030246	结实的牙齿，有力的爪子。你是一只战犬，对不对？
FO300030247	<汪><汪！>
FO300030248	杜克夫有一把特殊的钥匙。把它拿给我，我就可以带你去铆钉城。
FO300030249	
FO300030250	待在这，小子。在我回来之前别乱走动！
FO300030251	<哀鸣声>
FO300030252	要是这样，那就只有死了。
FO300030253	<低吼 !>
FO300030254	好的，我会离开。你待在这。
FO300030255	<呜咽>
FO300030256	好的，就那样。
FO300030257	<汪！><汪！>
FO300030258	嘘，狗狗，从这出去。
FO300030259	<啊呜?>
FO300030260	全息磁带？你听他们提起过吗？你父亲很喜欢留下记录的，其中一些可能会有用。
FO300030261	我去过净化工程那，他不在那。
FO300030262	嗯，我知道他去过那，或许在那能找到他去了哪的线索，你找到什么记录了吗？
FO300030263	詹姆斯经常留些记录，录音，全息磁带之类的东西，如果你坚持的话，再去找找那类东西。
FO300030264	不用客气。
FO300030265	好吧，你信守了你的诺言。我真的以为你做不到。谢谢。
FO300030266	跟我来。
FO300030267	我们越早到那越好。
FO300030268	在这等着。
FO300030269	别离开太久了。
FO300030270	我们需要更多。
FO300030271	我知道。但这里就有两个。
FO300030272	那女的被锁起来了。我们要把她带回去。
FO300030273	那小男孩在楼下。他不想和我们一起走，是吧？啊哈哈哈！
FO300030274	不。哈哈！
FO300030275	我们几乎抓到大镇里的所有小孩了。下一步怎么办？
FO300030276	再到其他地方搜捕。哈哈哈！
FO300030277	耶。到处都有流血的人。我们要把他们全部带回去。
FO300030278	家。在我们回家前，需要更多的俘虏。
FO300030279	我们要回去抓更多。尽快。
FO300030280	哈哈哈！！！！
FO300030281	啊哈哈哈！
FO300030282	没关系。
FO300030283	<啊呜?>
FO300030284	给我找把武器，小家伙！
FO300030285	<吠叫！>
FO300030286	找些药品，小家伙！
FO300030287	<吠叫！>
FO300030288	找些食物，小家伙！
FO300030289	<吠叫！>
FO300030290	找些食物，小家伙！
FO300030291	找些弹药，小家伙！
FO300030292	<吠叫！>
FO300030293	狗肉，我要你帮我找些东西。
FO300030294	<吠叫！>
FO300030295	停止搜索，狗肉。
FO300030296	<吠叫！>
FO300030297	我没有100个瓶盖。
FO300030298	好吧，孩子，我想我们之间没什么可说的，等你有了瓶盖再来。
FO300030299	我不知道，或许莫里亚蒂是对的，你就是一个瘾君子。
FO300030300	你有什么资格对我品头论足？告诉莫里亚蒂，把那些该死的瓶盖塞在自己屁眼里吧！
