AID00098043	玩家上锁的物品
AID00139660	你是来为自己闯下的祸都做个了结吗？
AID00139661	等到了顶层，你就会发现自己所做的一切是多么愚蠢。
AID00139662	维加斯必将东山再起，你的背叛是不会令我倒下的！
AID00139663	幸运38将是你的葬身之处。本尼没做成的事，就由我来完成！
AID00139664	
AID00139665	食人在合同里是被明令禁止的。如果他们中有一部分人违反了条款，你可以随意处置他们。
AID00139666	你知不知道我杀死了一些白手套社团的成员？他们竟然吃人。
AID00139667	不，我不知道这些。
AID00139668	难道学会不吃人就这么困难吗？我的天啊……
AID00139669	他们违反了合同。我授权你任意处置他们。
AID00139670	你知道一些白手套社团成员……又开始吃人了吗？
AID00139671	是的，当然。但在我与他们签署的合同中，最主要的一点就是他们必须戒除这一"饮食习惯"。
AID00139672	他们还算守信。把一间破酒店经营得井井有条。
AID00139673	据说，他们的格调还挺高，如果我还能动弹的话……我也想每晚去美食家餐厅品尝佳肴。
AID00139674	你有没有意识到白手套社团以前是食人族？
AID00139675	为什么北面墙上的终端被禁止使用？
AID00139676	我建议你遵照电子保安的指示。它的程序设定…很精密，我没时间做修改。
AID00139677	新维加斯哪里来的电力？
AID00139678	哦，当然是胡佛大坝。那是一座水电站。
AID00139679	NCR占领大坝还不到一年，就恢复了其50%的产能。根据协议，新维加斯可以分得其5%的电力——这就完全够用了。
AID00139680	你知道凯撒已经死了吧？
AID00139681	根据我的计算，他的死对胡佛大坝战役的影响微乎其微，甚至可以忽略不计。
AID00139682	军团好斗的本质并不会因为凯撒的死而改变。事实上，他们会更渴望用一场胜利来祭奠自己曾经的领袖。
AID00139683	不到一年，他们便会将他奉若神明——但那时候，军团就会因内讧而四分五裂，犹如一头巨兽，逐渐被自己消耗殆尽。
AID00139684	但这都无关紧要。短期来看，军团依然是一只强大的怪物，而战胜它，无疑会给我带来巨大的威望。
AID00139685	你收集这些雪花球模型要做什么用呢？
AID00139686	做什么用？我喜欢它们。看到这样一个小巧的模型被装在玻璃罩子里，我感到……很开心。
AID00139687	如果你在废土旅行时发现了类似的东西，交给简，她会给你报酬的。
AID00139688	我会想办法说服他，让他知道大坝是我们的地盘。
AID00139689	如果你想让某个人死，你只需要说一声就行了。
AID00139690	你觉得我们该怎么对付NCR？
AID00139691	希望NCR的势力没有看起来那么强大。
AID00139692	好啊，说说看。
AID00139693	差不多了。我实在是等得不耐烦了。
AID00139694	我也一样……可我的命令就是等你前来。现在你来了，我们可以行动了。
AID00139695	我准备好了，需要做些什么？
AID00139696	我还有其他问题要问你。
AID00139697	好了，放马过来吧！
AID00139698	我对你抱有极大的期望，勇敢的陌生人。
AID00139699	进笼子里去，准备好战斗吧。
AID00139700	无论你来多少，我都照杀不误。
AID00139701	我能看出你的决心，和野兽一样坚定。那就如你所愿。
AID00139702	进笼子里去，准备好战斗吧。
AID00139703	我现在没有那么多瓶盖。
AID00139704	那是你的损失。等你拿得出钱了再来找我吧。
AID00139705	我现在没有那么多瓶盖。
AID00139706	那是你的损失。等你拿得出钱了再来找我吧。
AID00139707	我现在没有那么多瓶盖。
AID00139708	那是你的损失。等你拿得出钱了再来找我吧。
AID00139709	我现在没有那么多瓶盖。
AID00139710	那是你的损失。等你拿得出钱了再来找我吧。
AID00139711	我现在没有那么多瓶盖。
AID00139712	那是你的损失。等你拿得出钱了再来找我吧。
AID00139713	我现在没有那么多瓶盖。
AID00139714	那是你的损失。等你拿得出钱了再来找我吧。
AID00139715	我现在没有那么多瓶盖。
AID00139716	那是你的损失。等你拿得出钱了再来找我吧。
AID00139717	我现在没有那么多瓶盖。
AID00139718	那是你的损失。等你拿得出钱了再来找我吧。
AID00139719	我现在没有那么多瓶盖。
AID00139720	那是你的损失。等你拿得出钱了再来找我吧。
AID00139721	我现在没有那么多瓶盖。
AID00139722	那是你的损失。等你拿得出钱了再来找我吧。
AID00139723	我现在没有那么多瓶盖。
AID00139724	那是你的损失。等你拿得出钱了再来找我吧。
AID00139725	我现在没有那么多瓶盖。
AID00139726	那是你的损失。等你拿得出钱了再来找我吧。
AID00139727	我现在没有那么多瓶盖。
AID00139728	那是你的损失。等你拿得出钱了再来找我吧。
AID00139729	我现在没有那么多瓶盖。
AID00139730	那是你的损失。等你拿得出钱了再来找我吧。
AID00139731	我现在没有那么多瓶盖。
AID00139732	那是你的损失。等你拿得出钱了再来找我吧。
AID00139733	我现在没有那么多瓶盖。
AID00139734	那是你的损失。等你拿得出钱了再来找我吧。
AID00139735	我现在没有那么多瓶盖。
AID00139736	那是你的损失。等你拿得出钱了再来找我吧。
AID00139737	我现在没有那么多瓶盖。
AID00139738	那是你的损失。等你拿得出钱了再来找我吧。
AID00139739	我现在没有那么多瓶盖。
AID00139740	那是你的损失。等你拿得出钱了再来找我吧。
AID00139741	我现在没有那么多瓶盖。
AID00139742	那是你的损失。等你拿得出钱了再来找我吧。
AID00139743	我现在没有那么多瓶盖。
AID00139744	那是你的损失。等你拿得出钱了再来找我吧。
AID00139745	我现在没有那么多瓶盖。
AID00139746	那是你的损失。等你拿得出钱了再来找我吧。
AID00139747	我现在没有那么多瓶盖。
AID00139748	那是你的损失。等你拿得出钱了再来找我吧。
AID00139749	我现在没有那么多瓶盖。
AID00139750	那是你的损失。等你拿得出钱了再来找我吧。
AID00139751	我现在没有那么多瓶盖。
AID00139752	那是你的损失。等你拿得出钱了再来找我吧。
AID00139753	我现在没有那么多瓶盖。
AID00139754	那是你的损失。等你拿得出钱了再来找我吧。
AID00139755	我现在没有那么多瓶盖。
AID00139756	那是你的损失。等你拿得出钱了再来找我吧。
AID00139757	我现在没有那么多瓶盖。
AID00139758	那是你的损失。等你拿得出钱了再来找我吧。
AID00139759	我现在没有那么多瓶盖。
AID00139760	那是你的损失。等你拿得出钱了再来找我吧。
AID00139761	我现在没有那么多瓶盖。
AID00139762	那是你的损失。等你拿得出钱了再来找我吧。
AID00139763	我现在没有那么多瓶盖。
AID00139764	那是你的损失。等你拿得出钱了再来找我吧。
AID00139765	我现在没有那么多瓶盖。
AID00139766	那是你的损失。等你拿得出钱了再来找我吧。
AID00139767	我现在没有那么多瓶盖。
AID00139768	那是你的损失。等你拿得出钱了再来找我吧。
AID00139769	我现在没有那么多瓶盖。
AID00139770	那是你的损失。等你拿得出钱了再来找我吧。
AID00139771	我现在没有那么多瓶盖。
AID00139772	那是你的损失。等你拿得出钱了再来找我吧。
AID00139773	我现在没有那么多瓶盖。
AID00139774	那是你的损失。等你拿得出钱了再来找我吧。
AID00139775	给你钱。
AID00139776	成交。祝你好运，享受杀戮吧。
AID00139777	给你钱。
AID00139778	成交。祝你好运，享受杀戮吧。
AID00139779	给你钱。
AID00139780	成交。祝你好运，享受杀戮吧。
AID00139781	给你钱。
AID00139782	成交。祝你好运，享受杀戮吧。
AID00139783	给你钱。
AID00139784	成交。祝你好运，享受杀戮吧。
AID00139785	给你钱。
AID00139786	成交。祝你好运，享受杀戮吧。
AID00139787	给你钱。
AID00139788	成交。祝你好运，享受杀戮吧。
AID00139789	给你钱。
AID00139790	成交。祝你好运，享受杀戮吧。
AID00139791	给你钱。
AID00139792	成交。祝你好运，享受杀戮吧。
AID00139793	给你钱。
AID00139794	成交。祝你好运，享受杀戮吧。
AID00139795	给你钱。
AID00139796	成交。祝你好运，享受杀戮吧。
AID00139797	给你钱。
AID00139798	成交。祝你好运，享受杀戮吧。
AID00139799	给你钱。
AID00139800	成交。祝你好运，享受杀戮吧。
AID00139801	给你钱。
AID00139802	成交。祝你好运，享受杀戮吧。
AID00139803	给你钱。
AID00139804	成交。祝你好运，享受杀戮吧。
AID00139805	给你钱。
AID00139806	成交。祝你好运，享受杀戮吧。
AID00139807	给你钱。
AID00139808	成交。祝你好运，享受杀戮吧。
AID00139809	给你钱。
AID00139810	成交。祝你好运，享受杀戮吧。
AID00139811	给你钱。
AID00139812	成交。祝你好运，享受杀戮吧。
AID00139813	给你钱。
AID00139814	成交。祝你好运，享受杀戮吧。
AID00139815	给你钱。
AID00139816	成交。祝你好运，享受杀戮吧。
AID00139817	给你钱。
AID00139818	成交。祝你好运，享受杀戮吧。
AID00139819	给你钱。
AID00139820	成交。祝你好运，享受杀戮吧。
AID00139821	给你钱。
AID00139822	成交。祝你好运，享受杀戮吧。
AID00139823	给你钱。
AID00139824	成交。祝你好运，享受杀戮吧。
AID00139825	给你钱。
AID00139826	成交。祝你好运，享受杀戮吧。
AID00139827	给你钱。
AID00139828	成交。祝你好运，享受杀戮吧。
AID00139829	给你钱。
AID00139830	成交。祝你好运，享受杀戮吧。
