DOD00000001	Howdy-do. Nice weather today.
DOD00002219	Those NCR merchants ought to find a new venue to hawk their wares. The Legion likes to stage ambushes from this bridge.
DOD00002220	...Oh.
DOD00002221	Most of these guys call me Three-Piece, but for brevity's sake, Kyle works just fine for me.
DOD00002222	Been in the Khans for pretty much my whole life, and if I have my way, I'll die for 'em too, when my time comes.
DOD00002223	Who are you?
DOD00002224	Not a super clever moniker, but I always got at least three locked and loaded pieces with me at any given time, so... Three-Piece Kyle. Sure.
DOD00002225	Why do they call you Three-Piece?
DOD00002226	Goes back a ways. It started with me saving his ass from getting curbstomped in a bar fight. Three-on-one odds didn't strike me as proper.
DOD00002227	Fight was going our way, when one of those cocksuckers pulled a switchblade and stabbed me in the fucking eye.
DOD00002228	He was going to finish me off, but Eddie came from behind and cut the guy's throat with a chunk of bottle.
DOD00002229	At that point, I was a little pissed, so I pulled my .45 and my .38 and put the other two assholes into the ground.
DOD00002230	Anyway, me and Eddie been tight since then. I keep telling him he oughtta join the Khans, but he doesn't fancy our initiation. Whatever.
DOD00002231	How'd you meet Eddie?
DOD00002232	Wait, what? What the fuck happened?!
DOD00002233	Eddie's dead, Kyle.
DOD00002234	The fuck...?
DOD00002235	...
DOD00002236	This is bullshit. Someone killed Eddie and forged this piece-of-shit letter.
DOD00002237	According to this note on his body, he killed himself.
DOD00002238	"To whomever finds this note... My name is Edward Hurst."
DOD00002239	That's how I know it's fake. His fucking name was Eddison Hurst.
DOD00002240	I know you two were sniffing around some conspiracy bullshit. Government cover ups and backroom deals. Normally, I don't buy into that shit, but...
DOD00002241	I guess you were onto something after all. You'd better watch your back. And if you find whoever killed Eddie... Gut 'em for me.
DOD00002242	How do you know it's fake?
DOD00002243	You really have no shortage of enemies. You should really consider doing your killing anonymously. This never happens to me, you know.
DOD00002244	Well, now that's frustrating.
DOD00002245	Ah, Jesus Christ... What... happened?
DOD00002246	I'm sorry, but your niece... She didn't make it.
DOD00002247	I... didn't know her all that well, truth be told. I know she didn't deserve this, though. Christ...
DOD00002248	I can't even be angry... I mean, you killed everyone responsible. All I can do... Is wish this all could have been different.
DOD00002249	Hell... Look, you don't need to tell Gerry 'bout this, okay? Maybe we ain't exactly close, but he's my brother, and he should hear it from me.
DOD00002250	Thanks for helping out. Wish it amounted to something.
DOD00002251	There was a lot of shady business going on in that church. She was killed as part of a coverup.
DOD00002252	Partner, you just described every day of my fucking life.
DOD00002253	That shit with Jessie... It's rough. I don't like kids getting hurt, and I don't like losing family. I just keep telling myself we did all we could.
DOD00002254	Something more than that bothering you?
DOD00002255	You ever feel like you did what was right, but it didn't accomplish anything in the end?
DOD00002256	I don't imagine that's easy. I can't say I've ever dealt with anything like that, but all the same, I know the feeling.
DOD00002257	I sink every extra cap I get into making things better around here, but it never feels like I succeed.
DOD00002258	I think... The important thing is that we keep trying. Things will never get better if we give up, right?
DOD00002259	For what it's worth, I think you deserve a drink and a smoke. We ain't great judges of our own merit, I think.
DOD00002260	Just try to keep your head up. Brighter days are coming. That's what I keep telling myself, anyway.
DOD00002261	<Tell O'Neill about the entire Burke Investigation>
DOD00002262	Yep, I know that feeling, too.
DOD00002263	If it helps, you've made things better around these parts. Even if I can't pay you, I can at least give you a drink and a smoke.
DOD00002264	Just try to keep your head up. Brighter days are coming. That's what I keep telling myself, anyway.
DOD00002265	I don't really want to go into details.
DOD00002266	This here is what we in the industry like to refer to as: "Cut content, motherfucker."
DOD00002267	You kill some truly fascinating people, don't you? Professionally, I'm almost envious.
DOD00002268	For a battered and generally-reviled tribe of insular outlaws, the Great Khans have some genuinely high-end weapons. Someone must be supplying them.
DOD00002269	I'm not so well-versed in wilderness survival. I rarely stray far from population centers, so you'll forgive my lack of tactical insight.
DOD00002270	I don't understand tribalism. Isolating themselves hasn't given them any greater insight into life. They're no more moral than anyone else.
DOD00002271	Pacifism truly is the most asinine ideology. "Feel free to shoot me and loot my corpse. I'm willfully defenseless, and that makes me a good person."
DOD00002272	Once, it had purpose and potential, unfettered, flying as its pilot willed. Now, it's a broken deathtrap.  So allegorical.
DOD00002273	I... Believe I was born in a place like this. A little collection of shacks and shanties, with slavers always rooting about.
DOD00002274	That's what the slaver that bought me from my parents said, anyway. I wasn't even a year old. I have no memories, just his claims.
DOD00002275	No. I don't remember where I was born. The one man who could've told me is long dead. And what would even be the point?
DOD00002276	Even if I somehow found it and returned... Why would I do this? To ask my parents why they sold me? I know why they sold me. Profit.
DOD00002277	Besides... So many people become obsessed with the past. Some great wrong that was done to them, a mistake they made, an insight they lacked...
DOD00002278	For what? It's only by moving on that a person can grow. Become more than what they were... What happened to me was unpleasant... But it's over now.
DOD00002279	Surely that's victory enough. It has to be. I'm free, and I alone can dictate the meaning of my life. It is what it is. No more, no less.
DOD00002280	Would you like us to try and find where you came from?
DOD00002281	No... It wouldn't accomplish anything. It wouldn't bring me back to a time before I was chattel. It wouldn't fill some void in my life.
DOD00002282	Do they deserve to die for what they did to me? Perhaps. Who am I to say? Many would say I deserve to die, for my own actions.
DOD00002283	That's not to say I forgive them, or what they did. If I learned they burned alive in some raider attack, I wouldn't care at all.
