FO300000001	.32 Pistol
FO300030256	Fine, be that way.
FO300030257	<bark!> <bark!>
FO300030258	Shoo, dog. Get out of here.
FO300030259	<aroo?>
FO300030260	Holotapes? Did you listen to them? Your father was obsessive about taking notes. One of them might have something useful.
FO300030261	I've been to Project Purity. He wasn't there.
FO300030262	Well I know he was going there. Perhaps there's some indication of what he was up to. Did you find any notes?
FO300030263	James was always taking notes. Recordings, holotapes... that sort of thing. Go back and search for something like that if you're so determined.
FO300030264	CherryThanks
FO300030265	Well, you kept your promise. I really didn't think you would. Thank you.
FO300030266	Follow me.
FO300030267	The sooner we get there, the better.
FO300030268	Wait here.
FO300030269	Don't be gone too long.
FO300030270	We need to get more.
FO300030271	I know. But we got two here still.
FO300030272	The female is locked up. We'll take her back with us.
FO300030273	The tiny male is downstairs. He won't be coming with us, will he? Ahahahah!
FO300030274	Nope. Hahah!
FO300030275	We almost got all of those little people from Big Town. What then?
FO300030276	Find more. Somewhere else. Graaaah!
FO300030277	Yeah. Those bleeders are everywhere. We'll get them all and take them home.
FO300030278	Home. We need more prisoners before we can go home.
FO300030279	We'll go back and get more. Soon.
FO300030280	Greaaahhhh!!!!
FO300030281	Ahahahaha!
FO300030282	Never mind.
FO300030283	<aroo?>
FO300030284	Find me a weapon, boy!
FO300030285	<bark!>
FO300030286	Find chems, boy!
FO300030287	<bark!>
FO300030288	Find some food, boy!
FO300030289	<bark!>
FO300030290	Find some food, boy!
FO300030291	Find ammo, boy!
FO300030292	<bark!>
FO300030293	Dogmeat, I need you to find something for me.
FO300030294	<bark>
FO300030295	Stop searching, Dogmeat.
FO300030296	<bark>
FO300030297	I don't have 100 caps.
FO300030298	All right kid. Then I guess there's nothing else we have to say to each other. Come back to me when you have the caps, and we'll talk.
FO300030299	I don't know. Maybe Moriarty's right and you're just a junkie.
FO300030300	Who the hell are you to judge me? Tell Moriarty he can take his fucking caps and shove them up his ass!
FO300030301	Look, just give me some of your caps, and I'll tell him you're gone.
FO300030302	You'd do that for me? I never expected anyone to care enough.
FO300030303	Here you go. Thanks, kid. You're all right.
FO300030304	Look, just give me the caps and I'll tell him you're gone.
FO300030305	I am tired of hiding out here like some kind of Wasteland dog.
FO300030306	I don't care. I'm just here for caps.
FO300030307	Is there something wrong with your hearing? I just told you the caps are mine! You can't have them!
FO300030308	This is never gonna end until I send him a message. Well, fine. If I have to kill you to send it, I will!
FO300030309	You can talk all you want, but I'm not leaving without the caps.
FO300030310	Slow down. Tell me your side of the story.
FO300030311	Well, I got sick and tired of it. I told Moriarty I'm taking my share of the caps and leaving. I even slept with the pig to seal the deal.
FO300030312	Next morning he tells me I couldn't leave. So I bolted. I took my money and ran.
FO300030313	Now he's branded me a thief and a junkie and sent his cronies to find me. I guess I need a new hiding place.
FO300030314	You'd better calm down, before I put you down.
FO300030315	That lying bastard. Roped you into finding me too, huh?
FO300030316	Well, you're not getting a damn thing from me! You hear me?! Not a damn thing!
FO300030317	That sack of shit is convinced that I'm some crazy junkie who stole money from him!
FO300030318	Who's Moriarty?
FO300030319	That sack of shit is convinced that I'm some crazy junkie who stole money from him!
FO300030320	I don't deal with junkies. Hand over all your caps. Now!
FO300030321	You're not getting a damn thing from me! You hear me?! Not a damn thing!
FO300030322	Just hand over the caps, and I'll be out of your way.
FO300030323	Owe HIM some caps? He's a liar! He just wants you to kill me! Those caps are mine, fair and square.
FO300030324	Yes, and he says you owe him some caps.
FO300030325	Look, I need a way to get some caps or I'll never have the money to pay you.
FO300030326	If you're looking for a handout, you can forget it. But if you're looking for work, there's a favor you could do for me.
FO300030327	If your successful, it'll provide the caps you need to pay me.
FO300030328	Good. I hope she got what she deserved.
FO300030329	I took care of Silver for you.
FO300030330	No way, Moriarty. No favors.
FO300030331	Fine. Go find Daddy yourself then. I'll be here when you change your mind.
FO300030332	So, you want me to do your dirty work?
FO300030333	Who said anything about dirty work? You need some caps, I'm giving you a way to get 'em. It's just business.
FO300030334	Problem is she scrammed with the loot and set herself up in Springvale so she can inject herself into a stupor.
FO300030335	Get the caps she owes me and they're yours. Yours to pay me with anyway. He he he he he.
FO300030336	Sure, anything to get the information.
FO300030337	Problem is she scrammed with the loot and set herself up in Springvale so she can inject herself into a stupor.
FO300030338	Get the caps she owes me and they're yours. Yours to pay me with anyway. He he he he he.
FO300030339	No, sorry. I've left that part of my life behind.
FO300030340	What will you do now?
FO300030341	Who knows. Shoot myself up until I forget who I am?
FO300030342	The Wasteland sucks, kid. Just get used to it.
FO300030343	I haven't gone and looked them over, no.
FO300030344	Well you should! Go on out, take a gander, and see if there's anything that might meet your needs.
FO300030345	I will point out that there are a few kids out there. Not something you see very often; a very good long-term investment.
FO300030346	We can discuss details once you've had a chance to look things over.
FO300030347	Attention everyone! It is time to cut the cake!
FO300030348	Andy! Wait!
FO300030349	Gear up, soldier!
FO300030350	Let 'em eat lead!
FO300030351	Time to kick some ass!
FO300030352	Mister Crowley wants that key. Now.
FO300030353	What key? Oh, that key.
FO300030354	You're a moron. I don't have any of his precious keys. Idiot.
FO300030355	Where can I get a stiff drink?
FO300030356	The Muddy Rudder. Belle waters down the liquor, but it's cheap. It's on the lower deck.
FO300030357	Try the Muddy Rudder. They don't ask too many questions down on the lower deck.
FO300030358	Is there anywhere I can get a drink on this tub?
FO300030359	The Weatherly Hotel is a good choice. It's on the upper deck.
FO300030360	Do you know where I can get something to drink?
FO300030361	The Weatherly Hotel is a good choice. It's on the upper deck.
FO300030362	Can I get a drink around here? Preferably somewhere clean.
FO300030363	FFSMCaptiveYellForHelp
FO300030364	I'm over here! Help!
FO300030365	<sobs>
FO300030366	<sobs>
FO300030367	Someone help me!
FO300030368	Please! Someone!
FO300030369	<whimpers>
FO300030370	Help me!
FO300030371	Help!
FO300030372	No, you'll need it more than I will.
FO300030373	You're right. It's dangerous out here.
FO300030374	I'll take that. Now get out of here.
FO300030375	You're right. I'll try to make it on my own. If I'm careful, I should be okay.
FO300030376	I can't believe what I've discovered. Just before he died, one of the security team members told me everything.
FO300030377	The Overseer has been implanting these murderous intentions in the entire Vault population without my knowledge!
FO300030378	Using the loudspeakers in the dorms instead of just the studios, he subjected everyone to the white noise as they slept.
FO300030379	I'm going to have to confront him now and make him pay for what he's done. Half the Vault is dead, the other half fighting for its life.
FO300030380	Good luck to all of us and may God have mercy on our souls.
FO300030381	The situation is getting out of hand. Over half the population of the Vault is exhibiting savage tendencies.
