OWB00000001	问好
OWB00002458	我一直这么想，直到你说"俘获"，然后我说"排泄物". 我...
OWB00002459	你把他们的名字编入了递归循环？怎么做到的，俘获他们的处理程序？
OWB00002460	[失败] 有充分的理由让我相信我做了. 但是这种情况下，别人会信吗？
OWB00002461	你似乎把计划给忘了 - 那么对还记得自己名字这点不感到惊讶吗？
OWB00002462	在这个问题上你我是相同的，我想你的脑子大概也在你... 下意识质疑现有称谓的真实性时嘲笑过你吧.
OWB00002463	"某人在旧世界科幻片中毒了吧，"它说. 我想这正是指我.
OWB00002464	必须承认我的系统中存在漏洞，我那些星球,机器人的幻想都是不应存在的. 至于我与生俱来的名字...
OWB00002465	...和思想体一样，预置程序让我忘了它，接受新的称谓. 在这之后，新的名字就会在我们感知程序中强制执行递归循环.
OWB00002466	别说你的计划，连"莫比乌斯"是不是你真名我都不清楚.
OWB00002467	"莫比乌斯博士," 琅琅上口，不是吗？ 这就是我的名字，覆盖更改后的新名字.
OWB00002468	能给点关于思想体的战术性建议吗？
OWB00002469	算了，我不想劳神帮他们脱困，简单杀了他们多好.
OWB00002470	这可不太容易. 相当于你得面对五个空间感完好的我的降级版.
OWB00002471	而且他们配备了解剖全息，脑波射线和一个能让你身体里原子欢快起舞的非常讨厌的WooEEEOooWooEEEOoo射线.
OWB00002472	你要是确定能躲过那些稀奇古怪的零零碎碎，猎杀他们无疑也是一种选择.
OWB00002473	但我怀疑你只是为了找点乐子. 或者是想夸耀你暴戾嗜杀的'真性情'？
OWB00002474	你的计划是什么样的？
OWB00002475	新颖巧妙并且复杂繁琐，我想. 我可能已经跟你说过，也没准早把它忘了.
OWB00002476	我经常会忘了我忘了拿子弹笔，直到某天偶然看到那根我忘拿的. 偶尔也会花上好几天去回忆我的目的，直到它们突然从我的记忆回路蹦出来. 这让我感觉傻得要命.
OWB00002477	怎么做才能阻止思想体？
OWB00002478	我的大脑告诉我思想体们必须被阻止. 你能帮忙吗？
OWB00002479	容我回忆回忆...我似乎定好了计划，而且它现在还在运行，呃，管它呢. 继续想也没有结果(fruition). 肯定有这么回事儿，但我能想起来的只有水果(fruit).
OWB00002480	我没想要杀死他们，只想让他们别再惹麻烦. 计划到底是什么来着？
OWB00002481	哦! 我大概... 呃... 把它写在了... 某处的地板上.
OWB00002482	不管怎样，我还是打算杀了你.
OWB00002483	真的吗？ 哦... 你一直抱着这个想法，现在终于付诸实践了.
OWB00002484	哦，有意思. 我从来没有被杀过. 如果那样再也不用从生物凝胶里剔除那些粘痰... 我有点跃跃欲试了.
OWB00002485	好吧，如果非打不可，那么在这个问题上我尊重你的专业意见.
OWB00002486	以什么开场？改良病毒？癌变射线？核武器？电刑？还是说... 我该召唤我的仆人...？ 没错，我的仆人们.
OWB00002487	声波发射器已经消毒过了，完全可以用你温暖的小手包裹它，用手指轻柔的抚弄它.
OWB00002488	*哦...我觉得它要的是那种能开火的手枪.*
OWB00002489	- 枪!你疯了吗？!绝不能让它拿枪!枪能杀人，能在你身上开个褥疮那样，甚至比褥疮更糟糕的大洞. -
OWB00002490	我支持8博士. 我们决定让小泰迪使用经过8的声波喷射和我轻柔的WooWOOing消毒，致命的死亡射线发射枪.
OWB00002491	担心泰迪滥用火枪，就像喝了烈性毒芹汁，又追加阿伯莱萨做酒后水一样. 不错但致命的多余.
OWB00002492	我们非得在这无脑人身上运用苏格拉底辩证法吗，到此为止. 给这只无脑熊它要的火器. 包若斯？ 记得你有些这种东西？
OWB00002493	-你也疯了吗？！ 绝不能让它拿枪！枪... -
OWB00002494	-...等等，我告诉过你们这件事了？ 嗯，我是有机械犬智能手枪. 长着小金属耳朵和灵敏的探测器的那种. 在这儿. -
OWB00002495	很好. 都结束了. 不管怎样，那把枪我不爽很久了，就怕它追着我的机箱不放. 还有其他什么事吗，无脑人？
OWB00002496	-顶级的弹药. 我找找看...中空弹，物美价廉...哦，居然有些平头包覆弹. 听着跟子弹得穿夹克似的.-
OWB00002497	-JFP可能会让它消化不良，但你饿了，饿了不是吗.-
OWB00002498	的确是这样. 要想达到顶点，我的电动...解剖射线...得消耗很多的电池.
OWB00002499	*据我所知瓦茨电子制造的是全息磁盘. 或者说全息磁带？ 其实区别不大. 总之，咱们现在没有多余的小型能量电池了，达拉.*
OWB00002500	＠＠[*．．．．．．．］... ＠＠[$((*&^#%].
OWB00002501	*你说你有？ 你是怎么...算了，当我没问，我一点也不像知道.*
OWB00002502	*另外，我也不想碰你的电池. 我...你还是自己把电池递给无脑人吧.*
OWB00002503	*你...是在附和他，还是说...你真想这样？*
OWB00002504	我想他就是这意思. 克莱因博士，还有另外一些人格芯片. 不知您是否还记得，某次和莫比乌斯博士争吵后，您把它们从汇聚节点的瞰台全扔了出去.
OWB00002505	如果其中一个人完全正确，另一个人却错的离谱，你显然不该将其称为争吵.
OWB00002506	想起来了. 没错，无脑人，还有其他的芯片. 你想要就去找吧. 我好像把那附在全息磁盘上的芯片扔到不同的设施里去了.
OWB00002507	不过我奉劝你远离那些 - 未被探索的玩意. 汇聚节点的中枢"智能"应该足以满足你的...哼...需求.
OWB00002508	我宁愿要把传统意义上的枪.
OWB00002509	[成功] 它说什么？ 蹦出"子弹(lead)"？像子弹笔那样？
OWB00002510	这声波枪看上去真像能量抛射器. 它不会真射出一条轨迹(lead)吧？
OWB00002511	[失败] 不.  我们还有什么能拒绝你的吗？
OWB00002512	所以我只要回楼上的主圆形控制台就行了？
OWB00002513	没错. 只要...对它说话. 让语音信息在空气介质中传输.
OWB00002514	我们仁至义尽了，所以别再试着挑战我们的忍耐力. 赶紧去. 有必要就在汇聚节点休息. 只是别来打扰我们的研究.
OWB00002515	就一块芯片，哈？它一定非常稀罕.
OWB00002516	[成功] 还有其他的芯片吗？
OWB00002517	这块芯片看起来是量产的. 还有其他的吗？
OWB00002518	[失败] 罕见？ 我想或许还有，只是我忘了在哪. 我是说...位置信息在我的数据库中被深度加密了.
OWB00002519	好吧，库藏总是有帮助的...它现在可以上线了？
OWB00002520	所以把它插进楼上汇聚节点那圆形地图一样的机器里就行了？
OWB00002521	没错. 可能要你稍微拧一下，千万别硬来. 弄坏了，我们也没法重编.
OWB00002522	我们仁至义尽了，所以别再试着挑战我们的忍耐力. 赶紧去插. 有必要就在汇聚节点休息. 只是别来打扰我们的研究.
OWB00002523	*呃，没别的事了吧？我得活动一下. 我的生物凝胶有点抽结了.*
OWB00002524	不然怎样. 回你的科学工作站去. 走啊！ 一个懂事的都没有.
OWB00002525	在我无聊死了前你最好能说出点什么.
OWB00002526	我在听，你说吧.
OWB00002527	呃...这些也都经过消毒，对吧？
OWB00002528	所以要把这些加入声波发射器？
OWB00002529	很好. 这就够了.
OWB00002530	我需要一些...能...用来充能的家伙.
OWB00002531	[成功] 嗯. 好吧，我认为瓦茨电子故意把电池的贮藏寿命做得越来越低.
OWB00002532	能量电池的能耗率很高啊. 我必须做些额外的能量储备.
OWB00002533	[失败] 不. 我们还有什么能拒绝你的吗？
OWB00002534	还有没有其他的？ 呃，越多越好，真的.
OWB00002535	[成功] 好吧. 包若斯，更多的弹药. 高质量的.
OWB00002536	嗯，这把枪看起来饿坏了. 我得用更多的弹药才能喂饱它.
OWB00002537	[失败] 不.  我们还有什么能拒绝你的吗？
OWB00002538	你说的我他妈的一点也不关心. 把我拖到这里到底想干嘛，快说！
OWB00002539	它似乎是在请求，想要直奔案件. 呃... 主题. 多精确的形容. 让我想起了...
OWB00002540	这些技术似乎更具...医学价值，嗯.
OWB00002541	[成功] 治好你？ 怎么做，把你改造成煮过头的巨型佳佳味魔鬼蛋？
OWB00002542	心脏，脊椎和脑波方面的技术都在这儿...它们难道不能治好我？
OWB00002543	[失败] 怎么想随你. 在我们...你...突破那里以后，莫比乌斯唯一需要的就只有呼吸机了.
OWB00002544	我真的觉得你的走错方向了.
OWB00002545	[成功] 生物学？ 天马行空. 无稽之谈.
OWB00002546	但比起你说的，这些技术不是更具...生物学意义吗？
OWB00002547	[失败] 无所谓了. 这是我深思熟虑的结果.
OWB00002548	我必须去干正事了.
OWB00002549	找到他，然后呢？
OWB00002550	大门应该已经打开了. 如今，不再受制于莫比乌斯的威胁，我们同样可以给他发送恐吓信息作为回报.
OWB00002551	不过我们的消息是科学理性的！ 发送这条信息，不久，大山脉就能摆脱莫比乌斯的恐怖统治，重获自由！
OWB00002552	呃，还站着干嘛. 该你出场了.
OWB00002553	让我看看... 就是它！
OWB00002554	就是它. 开启禁区大门的覆盖序列就藏在这份原理图之中.
OWB00002555	哦，不遮不隐，就在这儿，这段咖啡渍似的程序后面...
OWB00002556	它嵌套的像是递归系统卷积码…注解码好糟糕... 这里还有这里…哦，竟然还有空指针.莫比乌斯，你还真是马虎啊。
OWB00002557	你瞧，用天线来提升声波发射器的频率，潜行甲能够帮你绕过禁区的封锁线...没错，这应该可行.
OWB00002558	这是不是我的计划？ 理所当然是. 有时连我都会对自己的智慧感到惊讶. 大门即将打开... 马上，莫比乌斯就会得到他应得的…
OWB00002559	我的意思是，从技术上讲，一旦你获得了你的大脑，这些东西都能被用来让你获得新生。
OWB00002560	但此时此刻，它们显然更适用于进攻战斗的领域.
OWB00002561	你还记得其他项目有什么生物学功能么？
OWB00002562	...我在等你下结论.
OWB00002563	是的？
OWB00002564	我正在想. 它极其复杂.
OWB00002565	潜行甲有心率调节器，声波发射器原本是脊椎振动器？
OWB00002566	我懂了. 装甲的调节器作用于心率，天线用于脑波，声波则是脊椎神经...
OWB00002567	这些东西好像很科学. 非常的科学
OWB00002568	[成功] 是的，我一定是早就说过了.
OWB00002569	嘿，这个天线是用来调节脑波模式的吧？
OWB00002570	[失败] 容我想想. 伤脑筋啊…
OWB00002571	考虑后再给我回音吧.
OWB00002572	这天线看起来破坏力很强. 应该能打破禁区大门吧？
OWB00002573	[成功] 你是说...我该检查的是X-2的列阵，而不是它的天线？ 这...跟我想的一样，没错.
OWB00002574	你觉得天线从X-2列阵摘走后还能被完好无损？
OWB00002575	[失败] 对，对，天线能用来搞破坏...
OWB00002576	...但要是你从X-2拔了它,它确实会搞坏。那是我想要的吗？ 它最好是.
OWB00002577	X-13潜行甲能自己溜进禁区，找到莫比乌斯？
OWB00002578	[成功] 我想，没错. 但前提是那个叽叽喳喳，情感过剩的家伙能把嘴闭上那么几小时...
OWB00002579	...哼嗯. 它内置的干扰器发出的声波能对付某些电子设备. 比如禁区的大门.
OWB00002580	装甲的减震功能可以协助我潜入禁区？
OWB00002581	[失败] 错，你太天真了. 它可不会自己动的. 它有一点儿...依赖人.
OWB00002582	我猜声波发射器的新波频能爆开禁区的门锁，或者...？
OWB00002583	[成功] 的确它有限的波频需要某种升压放大器，某种...载体，但是...
OWB00002584	加载了新频率发射器或许是个声波密钥？不觉得它挺像电子撬锁器的吗？
