TIH00000001	Chess Bobblehead
TIH00002120	I guess I could. It will cost you 100 caps per question, with no refunds. I can only answer one question per day.
TIH00002121	I've heard enough of this mumbo-jumbo. Sell your snake oil to someone else, freak.
TIH00002122	Fine by me.
TIH00002123	That's fine. <Pay 100 caps>
TIH00002124	Ok, what's your question?
TIH00002125	I'm sorry, please come back when you've got enough caps.
TIH00002126	I don't have 100 caps.
TIH00002127	On second thought, I'll be going.
TIH00002128	Very well. Good luck out there.
TIH00002129	Will I come close to death again?
TIH00002130	The machine saved you, your head, bleeding in the dirt. Yes, it will happen again, but not the same. I see your blood... on snow and ice.
TIH00002131	There is death around you, and you are powerless, unable to move. You fight, you scream, but your hands... he makes you watch.
TIH00002132	The man in black tortures you... he laughs. He will break you. You will never be the same. I cannot... go on.
TIH00002133	Will I ever be enslaved?
TIH00002134	I cannot tell. But you are near it, you see them, amidst the rocks, dying in the sun. They rise, and you see it.
TIH00002135	They will fight against their master, the bull. It is wounded, but its vengeance is awful. You see them nailed into the crosses, screaming.
TIH00002136	They beg you, and... I cannot see. It, I... I don't know. I'm spent.
TIH00002137	Will I deliver any important messages?
TIH00002138	Hold still, and I'll find an answer. Yes, to a distant place, untouched by Bull or Bear, but divided between the brand and the plow.
TIH00002139	Your message will wait, you question your actions, the way of the gun, look for peace. I can't see... it's too much, I'm sorry.
TIH00002140	Will I go to war?
TIH00002141	War is always murky, deep in blood. Stay still. There is fighting... explosions, death. You are near the great river, you will decide it.
TIH00002142	Wait, there is another, sooner. There is dust, rocks, screaming. You are surrounded, and they come... they come by the hundreds. The Bull is strong.
TIH00002143	You will fight the Bull... and you will fight each other. The man with one eye, he wants to change the Bull, but must win first. No more!
TIH00002144	Who will be my greatest enemy?
TIH00002145	I see a man with a mask, strange hair, and talking. So much talking. He will not stop talking. But it is not him.
TIH00002146	There is another. It is cold, bitterly cold. All is white, you are numb. There are graves everywhere. He wears black. He laughs at you.
TIH00002147	He is silent, and laughs before he pulls the gun. That's all I can bear.
TIH00002148	aaInheritanceOrphanageJamesB
TIH00002149	Are you a physician?
TIH00002150	If you're not a doctor, what do you do?
TIH00002151	aaOtherRocksteinGOODBYE
TIH00002152	I need to get going.
TIH00002153	...
TIH00002154	Westside Fiend Attack Regulator
TIH00002155	RS Charlie and Sharp's Cavern Evolution
TIH00002156	St. Peter's Cleanup
TIH00002157	Vipers' Hideaway Evolution
TIH00002158	The Inheritance
TIH00002159	Deliver the items to Bradley in Westside.
TIH00002160	Defend Westside from the Fiend attack.
TIH00002161	Deliver the letter to Bradley.
TIH00002162	Deal with the Fiends in Hofmann Mine.
TIH00002163	Speak with Bradley
TIH00002164	Take Bradley to Sellers' room.
TIH00002165	Deal with Hawkins.
TIH00002166	Find the next key in Linus Cavern.
TIH00002167	Find the key inside Outpost Lambda.
TIH00002168	Find the stash inside the Las Vegas Arsenal.
TIH00002169	Speak with the person on the intercom.
TIH00002170	Speak with Hastings.
TIH00002171	Speak with Tony Chase.
TIH00002172	Search Tony's corpse for useful information.
TIH00002173	Confront Zimmer.
TIH00002174	Reclaim your weapons.
TIH00002175	You've agreed to "Settle" with the Syndicate.
TIH00002176	You've dealt with Zimmer, neutralizing the Syndicate's presence in Westside.
TIH00002177	Speak with Joe Sellers about the delivery job.
TIH00002178	Deliver the items to Bradley.
TIH00002179	Defend Westside against the Fiends.
TIH00002180	Speak with Bradley about the delivery.
TIH00002181	Deal with the Fiend shaman.
TIH00002182	Speak with Bradley.
TIH00002183	Take Bradley to meet Sellers.
TIH00002184	Deal with Hawkins.
TIH00002185	Return to Westside.
TIH00002186	Find the key inside Linus Cavern.
TIH00002187	Find the key in Outpost Lambda.
TIH00002188	Find the stash inside the Las Vegas Arsenal.
TIH00002189	Speak with the man on the intercom.
TIH00002190	Deal with Bradley
TIH00002191	Retrieve your cut from the central vault.
TIH00002192	Leave the Las Vegas Arsenal.
TIH00002193	Search for clues regarding the Syndicate's location.
TIH00002194	(Optional) Inform Hastings that your business with the Syndicate is finished.
TIH00002195	(Optional) Speak with Hastings about finding Zimmer.
TIH00002196	Find Tony Chase in the Third Floor of Gomorrah.
TIH00002197	Deal with Vaughn.
TIH00002198	(Optional) Kill Hastings and retrieve his finger.
TIH00002199	Inform Hastings that Vaughn is no longer a threat.
TIH00002200	Return Hastings' finger to Vaughn.
TIH00002201	Deal with Tony Chase.
TIH00002202	Search Chase's corpse for anything of use.
TIH00002203	Search Chase's safe for information on Zimmer's whereabouts.
TIH00002204	Confront Zimmer.
TIH00002205	Reclaim your weapons.
TIH00002206	Repaid in Full
TIH00002207	Speak with Ranger Beaumont.
TIH00002208	Kill one of the twins.
TIH00002209	Leave the note.
TIH00002210	Speak with Ranger Beaumont.
TIH00002211	Let Beaumont know when you're ready to defend the Station.
TIH00002212	Defend Ranger Station Charlie.
TIH00002213	Deal with Castor.
TIH00002214	Speak with Beaumont.
TIH00002215	Speak with Koestler.
TIH00002216	Speak with Ranger Beaumont about the contract.
TIH00002217	Kill the Twins.
TIH00002218	Leave the note in a prominent place.
TIH00002219	Speak with Ranger Beaumont.
TIH00002220	Let Beaumont know when you're ready to defend the Station.
TIH00002221	Defend Ranger Station Charlie.
TIH00002222	Deal with Castor.
TIH00002223	Speak with Beaumont.
TIH00002224	Speak with Koestler.
TIH00002225	Grant's Doctor Dialogue
TIH00002226	Encounter: Courier with Revenge Letter
TIH00002227	Orphanage Evolution
TIH00002228	Gimme Shelter
TIH00002229	Speak with Ronnie.
TIH00002230	Speak with James about employing the hobos.
TIH00002231	Inform James the building is accessible.
TIH00002232	You killed the Andersons.
TIH00002233	You convinced the Andersons to leave.
TIH00002234	You convinced the hobos to leave.
TIH00002235	You killed the hobos.
TIH00002236	You reached a compromise between the Andersons and the hobos.
TIH00002237	You failed (most likely went psycho).
TIH00002238	Speak with Ronnie about the Andersons' property.
TIH00002239	(Optional) Kill Ronnie and the squatters.
TIH00002240	Speak with James about employing the squatters.
TIH00002241	Tell James the building is now accessible.
TIH00002242	(Optional) Convince James to abandon the property.
TIH00002243	Fiends Anonymous
TIH00002244	Speak with Grant at the Old Mormon Fort.
TIH00002245	Scout the abandoned building.
TIH00002246	Tell Grant the building is cleared.
TIH00002247	Give Grant the money!
TIH00002248	Inform Grant of the Fiends' fate.
TIH00002249	Choose Cady or Grant.
TIH00002250	Convince Cady to abandon his plan.
TIH00002251	Tell Grant that Cady is neutralized.
TIH00002252	Convince Grant to leave the clinic to the NCR.
TIH00002253	Tell Cady that Grant is neutralized.
TIH00002254	You assisted Cady.
TIH00002255	You assisted Grant.
TIH00002256	Speak with Grant at the Old Mormon Fort.
TIH00002257	Scout the abandoned building.
TIH00002258	Find the source of the infestation.
TIH00002259	Destroy the Legendary Rat.
TIH00002260	Inform Grant that the building is cleared.
TIH00002261	Give grant 5,000 caps to fund the clinic.
TIH00002262	Try to convince the Fiends to seek treatment.
TIH00002263	Inform Grant of the Fiends' fate.
TIH00002264	(Optional) Ask Grant about helping the Followers.
TIH00002265	(Optional) Speak with Cady about replacing Grant.
TIH00002266	Convince Cady to abandon his plan.
TIH00002267	Convince Grant to abandon the Clinic.
TIH00002268	Tell Grant that Cady is out of the picture.
TIH00002269	Tell Cady that Grant is neutralized.
TIH00002270	Encounter: Syndicate Assassins, Wave I
TIH00002271	Bradley's Companion Quest
TIH00002272	Think of the Children!
TIH00002273	Meet with Esther to discuss funding an orphanage.
TIH00002274	Raise the necessary funds for the orphanage.
TIH00002275	Investigate the orphanage for anything unusual.
TIH00002276	Confront Esther.
TIH00002277	Rescue the children at the Viper's Hideaway.
TIH00002278	You refused to fund the orphanage.
TIH00002279	You agreed to share the profits from "The Orphanage".
TIH00002280	You accepted a lump sum.
TIH00002281	You killed Esther.
