AAD00100001	问好
AAD00107405	我希望你能和我一起走。
AAD00107406	你身边还真是个动物园啊。如果你能把你的队伍规模减小一些，我会很乐意跟你一起走。
AAD00107407	俗话说，二人作伴，三人添乱。好啦，我是改了几个字，可你懂我的意思。
AAD00107408	你在说什么？
AAD00107409	我过去并不是天启追随者或NCR的一员。
AAD00107410	家父曾经是英克雷的一名军官，而英克雷是美国战前政府的残余。
AAD00107411	在这个连回忆都没剩下多少的地方，记得他们的人并不多。但他们干了不少坏事。恐吓群众，绑架百姓。
AAD00107412	最后，有人阻止了他们的暴行。几年后，我在海岸边一个军事基地里出生了，一个叫做纳瓦罗的地方。
AAD00107413	当然。
AAD00107414	凯撒随时都有可能大举进攻胡佛水坝，把NCR赶出莫哈维。
AAD00107415	我们算是碰上大事了。该死，都因为你料理了本尼，你现在已经被推到风口浪尖上了。
AAD00107416	我知道我也不过是凑个热闹，但这不禁让我反思过去，也许当初我还能想办法挽回。
AAD00107417	我已经摆平了范格拉夫家族。
AAD00107418	很好，虽然只是一小步，但起码我们是有所动作了。我必须要向你表示祝贺。
AAD00107419	鉴于你为兄弟会所做的贡献，我很荣幸地授予你兄弟会圣骑士称号。.
AAD00107420	通常还要举行个仪式，但现在大家都忙得不可开交，实在是顾不得这些繁文缛节。
AAD00107421	不过，我还是要把这个交给你。你的专属动力装甲。虽然性能不算卓越，但为了能适合你，骑士们还是动了一番脑筋的。
AAD00107422	我想起来了，你压根还不知道怎么用，对吧？
AAD00107423	是，什么任务？
AAD00107424	当年我们还驻扎在太阳神电站的时候，斥候曾报告说附近有一伙人在贩卖战前武器。
AAD00107425	当时我们的长老以利亚一心扑在太阳神电站上，成天想着如何让它运转，如何防止它落入NCR手中，所以他才命令我们不要理睬。
AAD00107426	我们必须纠正这个错误，让人知道兄弟会的力量依然不容小觑。
AAD00107427	我希望你去拜访一下这个所谓的范格拉夫家族，拿他们开刀。不要留活口。
AAD00107428	事成之后再来向我复命。我会派小队前去清理尸体，回收武器。
AAD00107429	还有什么事需要我帮忙的吗？
AAD00107430	不。你扮演的角色就到此为止了，剩下的交给我们吧。想要顺利地完成这次换届，我还有很多事要做呢。
AAD00107431	过几天再回来吧，估计那时候，我已经荣登长老之位了。
AAD00107432	你怎么知道这些的？我再问一次。
AAD00107433	别多想了。谢谢。
AAD00107434	我已经依照你的吩咐在黑山顶上装了发射器。
AAD00107435	是的，我们已经接收到遥测信号了。这对我们今后的工作大有裨益，谢谢你。
AAD00107436	现在，我很荣幸地授予你兄弟会圣骑士的称号，以表彰你的卓越贡献，以及从中体现出的忠诚。
AAD00107437	恐怕以我们目前的条件，没有办法为你举行正规的晋升仪式，不过希望这件东西能够弥补你的遗憾。
AAD00107438	我让骑士们为你修整了一套动力装甲。这套的型号有些旧，不过性能依旧良好。
AAD00107439	那么，要我说明一下它该如何使用吗？
AAD00107440	好的，任务是？
AAD00107441	我们的巡逻队发现，东北方的变种人在我们隐居的这几年里变得异常凶猛。
AAD00107442	不过，这也可以视为契机。为了以防万一，我们曾将一整套通讯设备单独留在了那里。
AAD00107443	既然那里的居民已经不再友好，也就没必要对它们礼貌了。我们打算重新启用这套设备。
AAD00107444	我要你前往黑山山顶，在他们的控制台里装一个遥控信号发射机。
AAD00107445	如此一来，只要那里的雷达与探测系统还能正常运转，我们就能和它们进行连接。
AAD00107446	如果我们想重新在废土上有所作为，就必须尽量地搜集可用的情报。祝你好运。
AAD00107447	这里有什么工作要做吗？
AAD00107448	据我所知，没什么事。但如果你是从北边来的，那你应该比这儿的其他人要自由一些。
AAD00107449	你可以去营房看看，可能有人需要你跑个腿什么的。你上房顶的时候注意点——我们有个狙击手在盯着大路呢。
AAD00107450	如果你有需要修理的装备，就去指挥部看看——跟奈特少校说，他能帮你。只要你有笔和墨水。
AAD00107451	和我聊聊有关封锁的事情吧。
AAD00107452	自从在太阳神一号电站遭遇溃败以后，我们就不得不采取这样的防卫措施。NCR死咬着我们不放，如果再和他们遭遇，我们必死无疑。
AAD00107453	我们决定暂时养精蓄锐，待伤员恢复好以后，再另做打算。
AAD00107454	可当我们恢复了元气，开始外出侦察的时候，却发现在我们封锁的这段时间内，NCR在此区域的实力已经大幅增加了。
AAD00107455	如今NCR的兵力已足足是过去的五倍，而我们和太阳神电站时相比只剩下一半的人手。
AAD00107456	因此我们只能延长封锁期。贸然出击就是死路一条。
AAD00107457	我以为你喜欢救人性命呢。
AAD00107458	我知道对待生命不该分孰高孰低，但在凯撒身上嘛，我想破次例。
AAD00107459	他那一套"奴隶制和文化灭绝"论让我有些厌恶。
AAD00107460	不过依我看，我的想法对你来说也根本无所谓，对吧？
AAD00107461	[红颜祸水] 你还没告诉我你的名字呢。
AAD00107462	噢——奈特。你不是本地人吧，如果不是的话……那咱俩可能就无法成为好朋友了。
AAD00107463	什么？
AAD00107464	只是做个记录，看看到底有谁经过这个哨站……不过现在都是有进无出了。
AAD00107465	如果你要找指挥官，他就在后面。不过……他非常忙，如果你有话要跟他说……尽量简短一些。
AAD00107466	还有，如果你需要检修装备，我们也可以帮你简单处理……只要你填完这些工作报表，然后再在这部分签字。
AAD00107467	你都有些什么货？
AAD00107468	你？我可不想和你扯上什么关系……但你要是愿意多掏两个子儿……
AAD00107469	该做的你都做了。
AAD00107470	我一直对黛西和其他人心存芥蒂，我还是不明白究竟应该怎么做。
AAD00107471	我是说，我和他们不一样。我出生在纳瓦罗，我父亲和他们是战友，但我本人并不是英克雷的一员。
AAD00107472	即便确实值得一战，亲自上前线对我而言似乎也太过冒失了。
AAD00107473	因为我知道一旦战斗在大坝打响，自由城就会变作人间地狱。到时候最缺的就是医生。
AAD00107474	那是他们的往事，阿卡德，不是你的。.
AAD00107475	如果没有追求，感觉做这些也没啥意义。
AAD00107476	我敢肯定亨利是有所追求的。比起"为什么"，他更关心"怎么做"。是否为英克雷效劳，对他来说根本无关紧要。
AAD00107477	我觉得能成为天启追随者的一分子真的很幸运。以医生的身份助人固然重要，但和这些同仁们一道奋斗，感觉又不同了。
AAD00107478	仿佛我们正在朝着一个更加崇高的目标而努力。甚至比我们做过的所有事情加起来还要崇高。
AAD00107479	有些人就是无法忘怀过去的光辉岁月。
AAD00107480	在英克雷的日子也不那么光辉。她的大部分老战友都去世很久了。
AAD00107481	我知道捡破烂的日子比不上当飞鸟驾驶员……但至少那是人生。人生决非毫无意义。
AAD00107482	那是她生命中很重要的一部分。为什么她不该好好享受呢？
AAD00107483	虽然听起来有些令人不齿，但至少她曾经有个归属。对她而言，当然有意义……诚然，不是啥好事，可还是有意义啊。
AAD00107484	如果你上半辈子都在开着飞鸟运送英克雷士兵，而下半辈子就只能捡捡火箭弹碎片，那种心理落差是可想而知的。
AAD00107485	
AAD00107486	什么？你说真的？我要去看看！
AAD00107487	我在哪里可以找到诊断扫描模块？
AAD00107488	据说自动医生是避难所的标准配备，数百年前人类曾在那里躲避核战争。
AAD00107489	你可以去这些避难所里找找，不过军团以前也搜索过，所有的自动医生早就被拆得精光了。
AAD00107490	倒是曾经有探子报告，在内利斯空军基地附近有一座避难所。但已经被尸鬼控制了。
AAD00107491	也许长期的感染已经令拾荒者不敢靠近了。你干嘛不亲自去那里看看呢？
AAD00107492	
AAD00107493	[成功] 那去找手术工具吧。医生手提箱的用品应该挺管用的。
AAD00107494	我会准许你把必要的医疗器材带进营地。快去，我不知道自己还能坚持多久。.
AAD00107495	程序很简单…就如脑部手术一样。
AAD00107496	
AAD00107497	[成功] 我不知道…已经好几次了……
AAD00107498	你刚才失神了，这是头一次吗？
AAD00107499	白手套怎么办？
AAD00107500	我原本的意思是让你去和他们结盟，结果你却把他们的头领给杀了。
AAD00107501	等到白手套恢复元气，估计胡佛大坝的战斗早就结束了。算了，我们还是说下一件事吧……
AAD00107502	
AAD00107503	[失败] 滚开。
AAD00107504	你好像不大对头。
AAD00107505	你提到的这个副帅是谁？
AAD00107506	副帅兰尼乌斯，东方之兽！真正的男子汉，甚至这个词都不足以形容他。
AAD00107507	凯撒最引以为傲的是用人，他总能选出正确的工具来克服新障碍。而兰尼乌斯，就是他找到的一把铁锤。
AAD00107508	他从未吃过败仗。有14个部落臣服在他的脚下，另外5个不愿投降的都已经化为了尘埃。
AAD00107509	他刚刚结束犹他州的战役，正在赶来的路上。等他一到，你们的末日也将接踵而至。
AAD00107510	跟我说说凯撒的事。
AAD00107511	有什么好说的？他智力超群，是军团的创建者，征服了86个部落。
AAD00107512	凯撒是人类的救星，他的军团象征着文明在这个黑暗时代的重生。
AAD00107513	别担心，等你服侍他的时候，自然会了解他。不了解的人是会有性命之忧的。
AAD00107514	我该如何为军团效力？
AAD00107515	你带着凯撒的印记。看来你不同寻常。
AAD00107516	你要遵照凯撒的命令行事。并且一有机会，就攻击荒淫之人，让他们尸横遍野。
AAD00107517	军团的正义如此纯粹，令我钦慕。
AAD00107518	你居然如此开窍，作为一名荒淫之人真有些不同寻常。很好。
AAD00107519	你可以走了，把在这里看到的一切告诉其他人吧。在未来的日子里，你们还会学到更多。
AAD00107520	听起来他们罪有应得。
AAD00107521	这显然是一种质朴的美，不是吗？我很高兴你能欣赏它。
AAD00107522	你可以走了，把在这里看到的一切告诉莫哈维前哨的人吧。在未来的日子里，你们还会学到更多。
