AAD00100001	GREETING
AAD00107599	He's Caesar reincarnated, the NCR is the corrupt Roman senate. I wouldn't be surprised if he thought the Colorado River were the new Rubicon.
AAD00107600	He abdicates responsibility to a myth of historical inevitability. But he's not Caesar. This isn't Rome. And he isn't going to get away with this.
AAD00107601	That was just talk. It's not the same for you.
AAD00107602	No, I think it is the same for me. Maybe for a different reason, but... you can't hold on to a past you've never had.
AAD00107603	For better or worse, I am not my father. I never had a life with the Enclave, and it would be silly for me to try to start one now.
AAD00107604	I'll stay with you until the Legion moves on the dam, but once the attack starts, I'm going to have to go to back to Freeside. It's where I belong.
AAD00107605	I need to take care of something, but I'll see you soon enough. Thanks for all of your help. It means a lot to me.
AAD00107606	You aren't like the others, Arcade. You're still young. It's up to you to decide who you want to be.
AAD00107607	True enough. Maybe I can't fill my father's shoes. I wouldn't even know how.
AAD00107608	But if following in his footsteps for a while means I can do some good out here, I'll do my best.
AAD00107609	I need to go do something. I won't be gone long, but I'll catch up with you later. Thanks for your help with the others. It means a lot to me.
AAD00107610	Is the Enclave's treatment by the Brotherhood influencing your opinion?
AAD00107611	Some of the old-timers like Moreno hold grudges against the Brotherhood and the NCR. I'd like to think I'm above that, but you may be right.
AAD00107612	I'm not going to pout and cry if you give it to the Brotherhood. I'd rather they have it than allow all that knowledge to disappear.
AAD00107613	I'd just prefer that it go to an organization like the Followers, who are less likely to use it for... violent purposes.
AAD00107614	ArcadeEDEEnclave
AAD00107615	Wow. That thing is definitely carrying around a bunch of Enclave intel. Adams is on the eastern seaboard of the country.
AAD00107616	Which means that little "Duraframe" sucker somehow managed to survive for over two thousand miles. Certainly lives up to its model name.
AAD00107617	What are you going to do now?
AAD00107618	Back to Old Mormon Fort, where I can do some good. We Followers may be idealistic but even I know this is going to end in blood.
AAD00107619	Fortis fortuna adiuvat. Good luck, and good bye.
AAD00107620	Thanks, I guess.
AAD00107621	I have to admit, I did not expect that sort of response.
AAD00107622	This is one of the last surviving suits of original-issue Tesla armor from Navarro and it was worn by my father but... yeah I guess it's no big deal.
AAD00107623	Good luck at Hoover Dam. I'll uh... be going now, I guess.
AAD00107624	I'm honored.
AAD00107625	It's the least I could do. All I ask is that you put it to good use. This place has lived in the shadow of Caesar for long enough.
AAD00107626	I may not be the one to help stop him here, but you are. Fortis fortuna adiuvat. Good luck, and good bye.
AAD00107627	KeithResponse
AAD00107628	Fuck you man, I ain't going nowhere with you.
AAD00107629	Why don't you go cry to your wife, then - oh, that's right! She left your worthless stinking ass!
AAD00107630	RNVMusic
AAD00107631	
AAD00107632	Do you mind if I try to fix it?
AAD00107633	You're welcome to try. It's yours if you can get it working.
AAD00107634	If I had my way I'd dump it in the scrapyard in Novac and be done with the damn thing.
AAD00107635	What is wrong with it?
AAD00107636	Hell if I know. I don't think it's serious, but my tinkering days are long gone.
AAD00107637	Why can't you protect them?
AAD00107638	We don't have the equipment to take out the convicts, and even if we did, we need some extra hands for backup.
AAD00107639	You should talk to Lieutenant Hayes. He's in a tent down the road. Just stay on the west side of the overpass if you don't want to get shot.
AAD00107640	Shouldn't you be protecting the town or something?
AAD00107641	We'd love to, but they don't fall under NCR jurisdiction. Even if they did, we're in no shape to protect them.
AAD00107642	I thought you were dead.
AAD00107643	I feel really bad telling you this, but I kind of... can't die. I mean, go ahead and destroy this Securitron, get it out of your system!
AAD00107644	The problem is that a distributed image of my neuro-computational matrix is backed-up to the network several times a day, or when I'm threatened!
AAD00107645	I can't help it! There's a little bit of me in every Securitron on the Strip, so if this instance gets destroyed, I just download to a new one.
AAD00107646	If I could stop it from happening, I would! I mean, your vengeance is going to feel so incomplete!
AAD00107647	Is this because I didn't upgrade that army of Securitrons under Caesar's Fort?
AAD00107648	Well, the problem is that's left us with enough Securitrons to drive off a weakened NCR force - probably - but not enough to keep them from coming back!
AAD00107649	So what we do is take away the whole reason why they'd want to come back! Smart, huh?
AAD00107650	I know Elijah needs to be dealt with, just let me handle it.
AAD00107651	NVDLC01EndingDog
AAD00107652	Dog forgot himself, as did the voice that raged within him. After their passing, a new voice spoke within the mutant's shell.
AAD00107653	It was difficult for the voice to remember the two it once was... there was the beast, Dog consumed by hunger...
AAD00107654	...and the other in reverse... the one consumed by control.
AAD00107655	Both were driven by need for the other. The Courier brought them together, somehow, joined the two into one.
AAD00107656	All that happened at the Sierra Madre, was a faint memory to the new personality... like a flickering light in the clouds of the mind.
AAD00107657	The new voice did not think of the Courier again until the battle at the Divide reached his ears.
AAD00107658	The battle between the two couriers, beneath the torn skies and the Old World flag... each bearing a message for the other.
AAD00107659	And the mutant prayed the Courier that had saved him... had been saved in return.
AAD00107660	NVDLC01EndingChristine
AAD00107661	Christine, her mission complete, found new purpose as the Sierra Madre's warden. She watched over it silently - by choice.
AAD00107662	Over time, the Ghost People came to see her as one of the Holograms. They would watch, silently, as she walked among them.
AAD00107663	At times, Christine thought of the Courier, who had kept Elijah's hand from her throat.
AAD00107664	The Courier reminded her of the other courier she had met in the Big Empty, and wondered if the two had found each other at last.
AAD00107665	She did not think of them again until she heard the legends of the Divide.
AAD00107666	The Divide, where the two messengers, the two couriers, fought beneath an ancient flag, at the edge of the world.
AAD00107667	I need you to go down to the manual bypass room to regulate the power.
AAD00107668	[Christine glances at the elevator. Her expression becomes worried, then she looks back at you, then reluctantly shakes her head.]
AAD00107669	Fine. Get up and follow me.
AAD00107670	All right, all right... but you already have company, so tell you what - I'll meet you at the Fountain.
AAD00107671	What are the Vending Machines all over town?
AAD00107672	Those little company stores? Sinclair's toy boxes. Put in a casino chip, get a treat, like you're some dog doing tricks.
AAD00107673	Take any of the casino chips, put 'em into the machine, and you'll get something out - a snack, a cola, something to mend a tear in your shirt.
