TIH00000001	恰斯摇头娃娃
TIH00002093	什么？你...我要撕碎你这个混蛋，操！
TIH00002094	
TIH00002095	游骑兵们！我想起了那些死在这里的兄弟姐妹！在军团拿下这片土地之前，我们会为它留下鲜血和牺牲！
TIH00002096	如果凯撒看到我们对他的人所作的事情，他将会哭泣！他们将会向他们的母亲哭泣并祈求原谅！杀光他们！
TIH00002097	
TIH00002098	从东边过来更多的新兵！埋葬这些蛆虫！
TIH00002099	
TIH00002100	壮年跟上！割掉他们的头颅！
TIH00002101	
TIH00002102	老兵在路上！守住你的阵地，保持战斗！
TIH00002103	
TIH00002104	他们攻破了北墙！就是这样，这样深挖战壕并守住那该死的防线！
TIH00002105	笔记上说了什么？
TIH00002106	我的翻译有点粗心,而我认为是这样的,"敌人和友军，我操他们全部。"只有军团才会对此感到高兴。
TIH00002107	你在这儿干什么？
TIH00002108	这些树木让我感到舒适...而凉爽的空气使我的肺更舒坦。这里显得更有生气。
TIH00002109	你是个商人？
TIH00002110	从某种意义上说，是的。人们带着问题来找我，而我提供回答。
TIH00002111	我得走了。
TIH00002112	回头见。
TIH00002113	你能解释下吗？
TIH00002114	有时我能回答非常明确的问题....有关于未来的。人们为了这些答案付出了许多有价值的东西。
TIH00002115	然而，由于力竭我不能经常这么做。当我集中精力寻找答案的时候我会感到头痛。
TIH00002116	这像是反向看历史...不是所有的事情都很清晰。虽然这样，但人们总想知道我看到了什么。
TIH00002117	人们为了这个给你报酬？真是好骗局。
TIH00002118	不是那样的。 我向他们出售很可能他们从其他任何地方都找不到的信息。
TIH00002119	你能回答一些我的“问题”吗？
TIH00002120	我猜我可以。每个问题将会花费你100个瓶盖，不会退款的。我每天只能回答一个问题。
TIH00002121	我听够这些废话。将你骗人的玩意儿卖给其他人吧，怪人。
TIH00002122	对我来说没问题。
TIH00002123	很好。<支付100个瓶盖>
TIH00002124	好的，你有什么问题？
TIH00002125	我很抱歉，等你有了足够的瓶盖再回来。
TIH00002126	我没有100个瓶盖。
TIH00002127	我仔细考虑了一下，我要走了。
TIH00002128	很好。祝你好运。
TIH00002129	我会再次濒临死亡吗？
TIH00002130	机器人救了你，你的脑袋，在尘埃中流出了鲜血。是的，这再次发生了，但不一样。我看见你的血....在冰雪之中。
TIH00002131	死亡围绕着你，并且你无力回天，无法行走。你战斗，你尖叫，但是你的手...他让你看。
TIH00002132	那个穿着黑色衣服的人折磨你...他嘲笑着。他要摧残你，你绝不会再像这样了。我不能...继续了。
TIH00002133	我会成为奴隶吗？
TIH00002134	但我知道，你在附近，你在火箭之间看到了他们消失在阳光之下。他们上升了，而你看见了。
TIH00002135	他们要与他们的主人“公牛”战斗。这后果惨重，而报复是可怕的。你看见他们被钉在十字架上惨叫了。
TIH00002136	他们祈求你，并且...我不能直视.这..我..我不知道，我说完了。
TIH00002137	我会递送任何重要的消息吗？
TIH00002138	不要动，我将会寻找答案。是的，去一个遥远的地方，未被“公牛”和“棕熊”所触及，但是被烙印和犁所分割。
TIH00002139	你的消息将耽搁，你怀疑你的行动、枪械之道并寻求和平。我不能看了...太多信息了，抱歉。
TIH00002140	我会去参战吗？
TIH00002141	战争总是阴暗的，并深陷于流血之中。那是战火...炸药和死亡。你靠近了那条大河，你将会做出决定。
TIH00002142	等等，还有另一个，更早的时候。那是沙子，岩石和尖叫。你被包围了，而他们来了....他们成百上千的来了。“公牛”是强大的。
TIH00002143	你将会和“公牛”战斗...并且你们相互作战。那个独眼的男人，他想改变“公牛”，但是必须赢得第一，没有更多信息了！
TIH00002144	谁将会是我最大的敌人？
TIH00002145	我看见一个带着口罩的男人，奇怪的头发，并在说话。很多的话。他不会停止说话。但是这不是他。
TIH00002146	另一个景象，这里很冷，刺骨的冷。白茫茫的一片，你失去了知觉。到处都是坟墓。他穿着黑色的衣服，他嘲笑你。
TIH00002147	他沉默了，并在拔出枪之前哈哈大笑。这是我能承受的极限了。
TIH00002148	
TIH00002149	你是个医生吗？
TIH00002150	如果你不是医生，那你是干什么的？
TIH00002151	
TIH00002152	我得走了。
TIH00002153	...
TIH00002154	
TIH00002155	
TIH00002156	圣彼得的善后
TIH00002157	毒蛇帮藏身处进展
TIH00002158	遗产
TIH00002159	将物品交给西区的布拉德利。
TIH00002160	在西区抵御恶魔帮的进攻。
TIH00002161	将信交给布拉德利。
TIH00002162	处理霍夫曼矿山的恶魔帮。
TIH00002163	跟布拉德利谈谈。
TIH00002164	将布拉德利带到塞拉斯的房间。
TIH00002165	处理掉霍金斯。
TIH00002166	找到莱纳斯洞穴的下一把钥匙。
TIH00002167	找到拉姆达前哨站内部钥匙。
TIH00002168	找到拉斯维加斯兵工厂内部的贮藏室。
TIH00002169	跟对讲机中的人谈谈。
TIH00002170	跟海斯廷斯谈谈。
TIH00002171	跟托尼·切斯谈谈。
TIH00002172	搜索托尼的尸体寻找有用的信息。
TIH00002173	去见吉玛。
TIH00002174	要回你的武器。
TIH00002175	你同意“解决”辛迪加。
TIH00002176	你已经处理掉了吉玛，瓦解了废土上的辛迪加组织。
TIH00002177	跟乔·塞拉斯谈谈关于交货工作的事。
TIH00002178	将物品交给布拉德利。
TIH00002179	防守西区迎战恶魔帮。
TIH00002180	跟布拉德利谈谈交货的事。
TIH00002181	处理掉恶魔帮萨满。
TIH00002182	跟布拉德利谈谈。
TIH00002183	带布拉德利去见塞拉斯。
TIH00002184	处理掉霍金斯。
TIH00002185	返回西区。
TIH00002186	找到莱纳斯洞穴的内部钥匙。
TIH00002187	找到拉姆达前哨站的钥匙。
TIH00002188	找到拉斯维加斯兵工厂内部的贮藏室。
TIH00002189	跟对讲机中的人谈谈。
TIH00002190	处理掉布拉德利
TIH00002191	从中央避难所拿回你的份额。
TIH00002192	离开拉斯维加斯兵工厂。
TIH00002193	寻找关于辛迪加所在地的线索。
TIH00002194	（可选）告知海斯廷斯你已经完成了关于辛迪加的事情。
TIH00002195	（可选）跟海斯廷斯谈谈关于寻找吉玛的事。
TIH00002196	在罪恶之都三层找到托尼·切斯。
TIH00002197	处理掉沃恩。
TIH00002198	（可选）杀死海斯廷斯并取回他的手指。
TIH00002199	告诉海斯廷斯，沃恩不再是个威胁了。
TIH00002200	将海斯廷斯的手指归还给沃恩
TIH00002201	处理掉托尼·切斯。
TIH00002202	从切斯的尸体上搜索任何有用的东西。
TIH00002203	搜索切斯的保险箱了解吉玛的下落。
TIH00002204	去见吉玛。
TIH00002205	要回你的武器。
TIH00002206	全数奉还
TIH00002207	跟游骑兵博蒙特谈谈。
TIH00002208	杀死双胞胎中的一个。
TIH00002209	留下笔记。
TIH00002210	跟游骑兵博蒙特谈谈。
TIH00002211	告诉博蒙特你已经准备好防守驻地了。
TIH00002212	保卫游骑兵检查站驻地
TIH00002213	处理掉卡斯特。
TIH00002214	跟博蒙特谈谈。
TIH00002215	跟凯斯特勒谈谈。
TIH00002216	跟游骑兵博蒙特谈谈合同的事。
TIH00002217	杀死双胞胎。
TIH00002218	在显眼的地方留下笔记。
TIH00002219	跟游骑兵博蒙特谈谈。
TIH00002220	告诉博蒙特你已经准备好防守驻地了。
TIH00002221	保卫游骑兵检查站驻地
TIH00002222	处理掉卡斯特。
TIH00002223	跟博蒙特谈谈。
TIH00002224	跟凯斯特勒谈谈。
TIH00002225	
TIH00002226	
TIH00002227	孤儿院进展
TIH00002228	给我庇护
TIH00002229	跟罗尼谈谈。
TIH00002230	跟詹姆斯谈谈关于雇佣流浪汉的事。
TIH00002231	告诉詹姆斯大楼可以进了。
TIH00002232	你杀死了安德森一家。
TIH00002233	你说服了安德森一家离开这里。
TIH00002234	你说服流浪汉们离开这里。
TIH00002235	你杀死了那些流浪汉。
TIH00002236	你使安德森一家和流浪汉们达成了妥协。
TIH00002237	你失败了（很可能走向疯狂）。
TIH00002238	跟罗尼谈谈关于安德森财产的事。
TIH00002239	（可选）杀死罗尼和流浪汉们。
TIH00002240	跟詹姆斯谈谈关于雇佣流浪汉的事。
TIH00002241	告诉詹姆斯屋子现在可以接近了。
TIH00002242	（可选）说服詹姆斯放弃财产。
TIH00002243	恶魔帮无名氏
TIH00002244	跟古老摩门要塞的格兰特谈谈。
TIH00002245	侦查废弃的建筑物。
TIH00002246	告诉格兰特屋子安全了。
TIH00002247	将钱给格兰特！
TIH00002248	将恶魔帮的命运告诉格兰特。
TIH00002249	选择凯迪或者格兰特。
TIH00002250	说服凯迪放弃他的计划。
TIH00002251	跟格兰特说凯迪已经死了。
TIH00002252	说服格兰特离开诊所前往NCR。
TIH00002253	跟凯迪说格兰特已经死了。
TIH00002254	你协助了凯迪。
TIH00002255	你协助了格兰特。
TIH00002256	跟古老摩门要塞的格兰特谈谈。
TIH00002257	侦查废弃的建筑物。
TIH00002258	查找感染的源头。
TIH00002259	消灭传说之鼠。
TIH00002260	告诉格兰特大楼安全了。
TIH00002261	给格兰特5000瓶盖投资诊所。
TIH00002262	设法说服恶魔帮去就医。
TIH00002263	将恶魔帮的命运告诉格兰特。
TIH00002264	（可选）询问格兰特关于帮助追随者的事。
TIH00002265	（可选）跟凯迪谈谈关于换掉格兰特的事。
TIH00002266	说服凯迪放弃他的计划。
TIH00002267	说服格兰特放弃他的计划。
TIH00002268	跟格兰特说凯迪不在里面。
TIH00002269	跟凯迪说格兰特已经死了。
TIH00002270	
TIH00002271	布拉德利的同伴任务
TIH00002272	关心孩子们！
TIH00002273	跟以斯贴见见面并讨论资助一个孤儿院。
TIH00002274	提高孤儿院的必要的资金。
TIH00002275	调查孤儿院的不寻常之处。
TIH00002276	会见以斯贴。
TIH00002277	营救在毒蛇帮藏身处的孩子们。
TIH00002278	你拒绝资助孤儿院。
TIH00002279	你同意分享来自“孤儿院”的利益。
TIH00002280	你获得了一整笔酬劳。
TIH00002281	你杀死了以斯帖。
TIH00002282	你救出了孩子们。
TIH00002283	你失败了。
TIH00002284	跟以斯贴见见面并讨论资助一个孤儿院。
TIH00002285	将资助金交给以斯贴。
TIH00002286	跟以斯贴谈谈关于改善孤儿院的事。
TIH00002287	调查孤儿院的不寻常之处。
TIH00002288	会见以斯贴。
TIH00002289	营救毒蛇帮藏身处里的奴隶。
TIH00002290	（可选）从毒蛇帮首领那里取回首领钥匙
TIH00002291	吉姆的贸易站惨案
TIH00002292	
TIH00002293	
TIH00002294	吉姆的贸易站进展
TIH00002295	霍夫曼矿山进展
TIH00002296	
TIH00002297	恶魔帮赎金
TIH00002298	跟西区的海因茨谈谈。
TIH00002299	将赎金交给切斯特。
TIH00002300	释放基斯·贝基。
TIH00002301	跟海因茨谈谈。
TIH00002302	跟西区的海因茨谈谈。
TIH00002303	将瓶盖交给切斯特。
TIH00002304	释放基斯·贝基。
TIH00002305	跟海因茨谈谈。
