AID00098043	PLAYER LOCKED OBJECT
AID00144723	If you happen to find it, bring it here right away. I might be able to throw a few supplies your way if you do.
AID00144724	Show me what you have for sale.
AID00144725	Our patrols are always bringing more stuff in. Take a look.
AID00144726	Not right now. I want to ask you a few questions.
AID00144727	I suppose I could take a small break, but I can only spare a little time. Ask away.
AID00144728	So you'd vote against McNamara if Hardin called a tribunal?
AID00144729	
AID00144730	I don't have time to think about silly things like politics right now. My main concern right now is getting this blasted datastore up and running.
AID00144731	What do you think of Hardin trying to get McNamara dismissed?
AID00144732	I can understand how the man might be frustrated by the current situation. He's a take-charge sort of fellow. Standing around's not his strong suit.
AID00144733	I myself often wish we could end this interminable stasis and begin moving forward again.
AID00144734	Now that the datastore is fixed, what do you think of Hardin trying to get McNamara dismissed?
AID00144735	I changed my mind. I'll keep your little secret.
AID00144736	Vote for Hardin when he calls a tribunal.
AID00144737	Fine, but you're making a big mistake. Hardin isn't half the leader that McNamara is.
AID00144738	Don't worry, I'll keep your little secret.
AID00144739	Thank you. There's no telling what would happen if everyone were to suddenly find out, but I trust it wouldn't be good.
AID00144740	The rest of the chapter should be told!
AID00144741	No! Please don't! Everyone would blame me! Look, I'll do whatever you want, just name it!
AID00144742	So you and the McNamara both know about this?
AID00144743	...Yes. When I first discovered how much the systems had deteriorated, I reported it to the Elder right away.
AID00144744	He told me he'd take action right away, and sent out several patrols to search for parts.
AID00144745	Your terminal had some very interesting things to say about the state of the air filtration system.
AID00144746	What were you doing looking at my terminal? No, never mind that. You can't tell anyone about what you found!
AID00144747	There'd be widespread panic. The Elder has the situation under control.
AID00144748	So you won't vote for Hardin?
AID00144749	Who is Elijah?
AID00144750	Who was Elijah, more like. He was our Elder before McNamara. Bright guy, but just between you and me he was a little off.
AID00144751	Our mission is to recover and preserve the technology of the past, but Elijah wanted more. He sought ways to improve upon technology, make it better.
AID00144752	When we found HELIOS One, he was like a kid in a candy store. He kept talking about the potential, and a "grand design, never realized."
AID00144753	He even insisted we set up our base there, against the objection of nearly every paladin. What followed is a whole other story.
AID00144754	What happened with Elijah?
AID00144755	I've discovered proof that the chapter is in danger, and McNamara has covered it up.
AID00144756	So you won't support Hardin if he calls a tribunal?
AID00144757	Can you tell me about some of the other people here?
AID00144758	Tell me about what happened at HELIOS.
AID00144759	I'm sure someone's told you all this before. Several years back, we were running our chapter out the HELIOS One solar power station.
AID00144760	Our Elder at the time, Elijah, had some kind of obsession with the place. Which is the only reason we stayed as long as we did.
AID00144761	That place was hardly defensible, and we knew the NCR was moving in on us, but the Elder refused to budge, insisting that he just needed "more time".
AID00144762	We never found out what he needed the time for. Wave upon wave of NCR troopers hit us from all directions.
AID00144763	We held out for a time, but we were grossly outnumbered, and they had more men than we had ammo. Eventually our positions collapsed.
AID00144764	Elder Elijah was nowhere to be found, so McNamara took charge and led what remained of us on a counter-offensive west.
AID00144765	We lost a lot of men and women, but we broke through and made it here. Make no mistake, McNamara saved this chapter that day.
AID00144766	What would an Elder have to do to get kicked out?
AID00144767	So you've been talking to Hardin, eh? He's been looking for a way to usurp McNamara ever since the lockdown started.
AID00144768	Don't get me wrong, he's a good man, but Elder McNamara's done all right by us. If it weren't for him, none of us would have survived at HELIOS.
AID00144769	I'll tell you what I told Hardin. There have only been a few cases of Elders being dismissed from their posts in the Brotherhood's history.
AID00144770	And those involved crimes that someone like Elder McNamara is just not capable of. You can look it up for yourself, if you want.
AID00144771	I'll grant you access to that portion of the history section of our datastore. See Senior Scribe Ibsen about accessing it.
AID00144772	I had other questions.
AID00144773	Fine by me.
AID00144774	What exactly are the rules regarding entering and leaving?
AID00144775	Under the lockdown, only essential personnel are permitted to enter or leave. That includes supply runners and high security patrols.
AID00144776	All other personnel are forbidden to leave, and any personnel that were out there when the lockdown was enacted are forbidden from returning.
AID00144777	Did you know Watkins and Stanton snuck out of here a few weeks ago?
AID00144778	Yeah, I knew about it. They're still young, and they weren't going to go very far.
AID00144779	I had them on my monitors the whole time. I almost headed out there when they got surrounded by those scorpions, but Watkins is a hell of a shot.
AID00144780	So why did I have to deal with that Ranger topside?
AID00144781	Normally, that would have fallen under my jurisdiction, but the Elder thought it'd provide a good test for you, so I backed off.
AID00144782	So you're head of security?
AID00144783	That's right. Nothing gets in or out of here without me knowing it.
AID00144784	You really don't like Taggart, do you?
AID00144785	I don't appreciate how much harder I have to work to cover for his tendency to focus on his personal projects.
AID00144786	I try not to think too much about his personal proclivities.
AID00144787	Was Initiate Watkins the "pet" you were referring to earlier?
AID00144788	She's cute, isn't she? Like a puppy, almost. Unfortunately, our Head Scribe's intentions toward her aren't quite so innocent.
AID00144789	Why not tell on him?
AID00144790	Oh, I tried. The elder listened patiently to my carefully constructed argument regarding why that buffoon should lose his position.
AID00144791	Then he just as patiently explained to me that Taggart's work was vital to our cause, and that he wasn't to be trifled with "lesser matters."
AID00144792	But vital to our cause? Hardly.
AID00144793	Let's talk about something else.
AID00144794	If you wish.
AID00144795	You mentioned other duties you had?
AID00144796	I'm this bunker's Head Scribe in everything but name. I supervise the research teams. I collate the reports. I attend the meetings.
AID00144797	But for reasons beyond me, that buffoon Taggart still gets the title. And don't get me started on that little pet of his.
AID00144798	Everyone around here knows what's going on there but her.
AID00144799	What services can you perform?
AID00144800	We have equipment here to treat most physical injuries - lacerations, broken bones, that sort of thing. We also carry a full supply of antitoxins.
AID00144801	You may have noticed the Bark Scorpions up above. Though tiny, their venom packs quite a punch. Treating scorpion stings is my most common procedure.
AID00144802	I can also treat any form of radiation sickness you pick up out in the waste, no matter what stage, save the last.
AID00144803	So you're a doctor?
AID00144804	Yes, I handle all medical needs in the bunker. If you're ever wounded, I can treat you, for a fee.
AID00144805	Normally I'd just be the base's medical officer, but my other duties say otherwise.
AID00144806	Explain to me again what you're trying to do.
AID00144807	HVHardinInitialLine
AID00144808	Nolan, we'll resume this discussion later. I can see you have company.
AID00144809	What can you tell me about the other members of the Brotherhood here?
AID00144810	I refuse.
AID00144811	I'll see what I can do.
AID00144812	Have you tried bringing this up with the Elder yourself?
AID00144813	Of course I have. Many times, in fact. The Elder has an open door policy, and will listen to advice on any subject, save this one.
AID00144814	He refuses to see that our isolation is slowly weakening us. Aside from being our duty, going out on missions is what kept us strong.
AID00144815	And because he fails to see that, he must be replaced.
